unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,vehicle_type,closed_date,resolution_description,resolution_action_updated_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,taxi_company_borough,data_source,extraction_timestamp
66774250,2025-11-10T00:02:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10465,283 DAVIS AVENUE,DAVIS AVENUE,HARDING AVENUE,MILES AVENUE,HARDING AVENUE,MILES AVENUE,ADDRESS,BRONX,DAVIS AVENUE,In Progress,10 BRONX,2055990053,BRONX,1032530,236378,ONLINE,Unspecified,BRONX,40.81534679915799,-73.8255785999024,"{'latitude': '40.81534679915799', 'longitude': '-73.8255785999024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66776855,2025-11-10T00:02:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11249,KENT AVENUE,KENT AVENUE,KENT AVENUE,NORTH   12 STREET,KENT AVENUE,NORTH   12 STREET,INTERSECTION,,,Closed,01 BROOKLYN,,BROOKLYN,995686,202721,ONLINE,Unspecified,BROOKLYN,40.72309163576606,-73.95874232286737,"{'latitude': '40.72309163576606', 'longitude': '-73.95874232286737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:37:41.000,The Police Department responded to the complaint and took action to fix the condition.,2025-11-10T00:37:43.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66778171,2025-11-10T00:02:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,10-29 115 STREET,115 STREET,UNNAMED STREET,14 AVENUE,UNNAMED STREET,14 AVENUE,ADDRESS,COLLEGE POINT,115 STREET,In Progress,07 QUEENS,4040220055,QUEENS,1025133,226447,ONLINE,Unspecified,QUEENS,40.78812629179252,-73.8523621929236,"{'latitude': '40.78812629179252', 'longitude': '-73.8523621929236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66773830,2025-11-10T00:02:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10019,65 WEST   55 STREET,WEST   55 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   55 STREET,Closed,05 MANHATTAN,1012710007,MANHATTAN,990658,217077,ONLINE,Unspecified,MANHATTAN,40.76250034280962,-73.97686816928277,"{'latitude': '40.76250034280962', 'longitude': '-73.97686816928277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:18:40.000,The Police Department responded to the complaint and determined that police action was not necessary.,2025-11-10T01:18:45.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66774216,2025-11-10T00:02:07.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11377,52-12 SKILLMAN AVENUE,SKILLMAN AVENUE,52 STREET,53 STREET,52 STREET,53 STREET,ADDRESS,WOODSIDE,SKILLMAN AVENUE,In Progress,02 QUEENS,4013150052,QUEENS,1008655,211023,MOBILE,Unspecified,QUEENS,40.74585229685042,-73.9119239472621,"{'latitude': '40.74585229685042', 'longitude': '-73.9119239472621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66778846,2025-11-10T00:01:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10001,100 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,04 MANHATTAN,1008007504,MANHATTAN,986384,210467,MOBILE,Unspecified,MANHATTAN,40.74435963448387,-73.99229870706533,"{'latitude': '40.74435963448387', 'longitude': '-73.99229870706533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:57:40.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-11-10T00:57:48.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66779898,2025-11-10T00:01:42.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:27:11.000,The Police Department responded to the complaint and took action to fix the condition.,2025-11-10T01:27:16.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66777750,2025-11-10T00:00:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10013,177 MULBERRY STREET,MULBERRY STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,MULBERRY STREET,Closed,02 MANHATTAN,1004710014,MANHATTAN,985105,201712,ONLINE,Unspecified,MANHATTAN,40.72032952514841,-73.99691554295998,"{'latitude': '40.72032952514841', 'longitude': '-73.99691554295998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:38:47.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-11-10T00:38:53.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66778763,2025-11-10T00:00:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,2423 BARKER AVENUE,BARKER AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,BRONX,BARKER AVENUE,Closed,11 BRONX,2044240048,BRONX,1020367,253338,PHONE,Unspecified,BRONX,40.861955119117056,-73.86942852497484,"{'latitude': '40.861955119117056', 'longitude': '-73.86942852497484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:53:14.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2025-11-10T00:53:23.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66774892,2025-11-10T00:00:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,40-40 79 STREET,79 STREET,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,ELMHURST,79 STREET,Closed,04 QUEENS,4014890018,QUEENS,1015673,211313,ONLINE,Unspecified,QUEENS,40.74662612074122,-73.88659511334457,"{'latitude': '40.74662612074122', 'longitude': '-73.88659511334457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:27:46.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-11-10T01:27:51.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66777784,2025-11-10T00:00:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10012,151 SPRING STREET,SPRING STREET,WOOSTER STREET,WEST BROADWAY,WOOSTER STREET,WEST BROADWAY,ADDRESS,NEW YORK,SPRING STREET,Closed,02 MANHATTAN,1005010036,MANHATTAN,983828,203183,PHONE,Unspecified,MANHATTAN,40.72436709578568,-74.00152247921697,"{'latitude': '40.72436709578568', 'longitude': '-74.00152247921697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:24:48.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-11-10T00:24:52.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66780311,2025-11-10T00:00:24.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,11215,500 13 STREET,13 STREET,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,ADDRESS,BROOKLYN,13 STREET,In Progress,06 BROOKLYN,3011010033,BROOKLYN,989927,180651,ONLINE,Unspecified,BROOKLYN,40.662520162366285,-73.97953767540551,"{'latitude': '40.662520162366285', 'longitude': '-73.97953767540551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66777749,2025-11-09T23:59:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:00:51.000,The Police Department responded to the complaint and took action to fix the condition.,2025-11-10T00:00:56.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66777757,2025-11-09T23:59:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,1365 5 AVENUE,5 AVENUE,EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,11 MANHATTAN,1016180001,MANHATTAN,998703,230311,ONLINE,Unspecified,MANHATTAN,40.79881467021513,-73.94779857268328,"{'latitude': '40.79881467021513', 'longitude': '-73.94779857268328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:29:21.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-11-10T00:29:26.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66773813,2025-11-09T23:59:32.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11375,108-07 72 AVENUE,72 AVENUE,AUSTIN STREET,QUEENS BOULEVARD,AUSTIN STREET,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,72 AVENUE,Closed,06 QUEENS,4032570024,QUEENS,1027907,201465,PHONE,Unspecified,QUEENS,40.71954389017692,-73.84250686995416,"{'latitude': '40.71954389017692', 'longitude': '-73.84250686995416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:31:21.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-11-10T01:31:30.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66775234,2025-11-09T23:59:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,1136 ELDERT LANE,ELDERT LANE,COZINE AVENUE,FLATLANDS AVENUE,COZINE AVENUE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,ELDERT LANE,In Progress,05 BROOKLYN,3045700127,BROOKLYN,1022825,180476,MOBILE,Unspecified,BROOKLYN,40.66195761653244,-73.86096039477249,"{'latitude': '40.66195761653244', 'longitude': '-73.86096039477249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66772624,2025-11-09T23:59:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10453,190 WEST BURNSIDE AVENUE,WEST BURNSIDE AVENUE,PHELAN PLACE,OSBORNE PLACE,PHELAN PLACE,OSBORNE PLACE,ADDRESS,BRONX,WEST BURNSIDE AVENUE,Closed,05 BRONX,2028790170,BRONX,1007493,250591,ONLINE,Unspecified,BRONX,40.85445871431665,-73.91598056093478,"{'latitude': '40.85445871431665', 'longitude': '-73.91598056093478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:49:19.000,The Police Department responded to the complaint and determined that police action was not necessary.,2025-11-10T01:49:22.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66772517,2025-11-09T23:59:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10009,510 EAST   14 STREET,EAST   14 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Open,03 MANHATTAN,1004077503,MANHATTAN,989900,205279,ONLINE,Unspecified,MANHATTAN,40.730118310818845,-73.9796143363522,"{'latitude': '40.730118310818845', 'longitude': '-73.9796143363522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,N/A,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66780187,2025-11-09T23:58:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11232,527 40 STREET,40 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,40 STREET,In Progress,07 BROOKLYN,3009130061,BROOKLYN,983211,176186,ONLINE,Unspecified,BROOKLYN,40.65026647471642,-74.00374431042732,"{'latitude': '40.65026647471642', 'longitude': '-74.00374431042732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66779839,2025-11-09T23:58:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,FORT GEORGE AVENUE,AMSTERDAM AVENUE,FORT GEORGE AVENUE,INTERSECTION,,,Closed,12 MANHATTAN,,MANHATTAN,1005082,251384,ONLINE,Unspecified,MANHATTAN,40.85664127976771,-73.92469344150199,"{'latitude': '40.85664127976771', 'longitude': '-73.92469344150199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:43:30.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-11-10T01:43:32.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66776789,2025-11-09T23:58:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-09T23:59:54.000,The Police Department responded to the complaint and took action to fix the condition.,2025-11-09T23:59:56.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66773861,2025-11-09T23:58:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10003,325 EAST   12 STREET,EAST   12 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   12 STREET,Closed,03 MANHATTAN,1004540059,MANHATTAN,988368,205491,PHONE,Unspecified,MANHATTAN,40.7307010448301,-73.98514178820042,"{'latitude': '40.7307010448301', 'longitude': '-73.98514178820042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:21:32.000,The Police Department responded to the complaint and determined that police action was not necessary.,2025-11-10T01:21:37.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66778141,2025-11-09T23:57:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11420,122-14 116 AVENUE,116 AVENUE,122 STREET,123 STREET,122 STREET,123 STREET,ADDRESS,SOUTH OZONE PARK,116 AVENUE,In Progress,10 QUEENS,4116790007,QUEENS,1035297,185635,ONLINE,Unspecified,QUEENS,40.67605476860137,-73.81596740814614,"{'latitude': '40.67605476860137', 'longitude': '-73.81596740814614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66777523,2025-11-09T23:57:52.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11206,147 VERNON AVENUE,VERNON AVENUE,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,VERNON AVENUE,Closed,03 BROOKLYN,3017560001,BROOKLYN,999279,192496,MOBILE,Unspecified,BROOKLYN,40.69502106409246,-73.9458026768717,"{'latitude': '40.69502106409246', 'longitude': '-73.9458026768717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:40:08.000,The Police Department responded to the complaint and took action to fix the condition.,2025-11-10T00:40:14.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66776772,2025-11-09T23:57:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1340 STRATFORD AVENUE,STRATFORD AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,STRATFORD AVENUE,Closed,09 BRONX,2038670023,BRONX,1018491,242613,PHONE,Unspecified,BRONX,40.83252565879467,-73.87626546717489,"{'latitude': '40.83252565879467', 'longitude': '-73.87626546717489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-09T23:58:57.000,The Police Department responded to the complaint and determined that police action was not necessary.,2025-11-09T23:59:02.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66772832,2025-11-09T23:57:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11103,42-12 BROADWAY,BROADWAY,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,ASTORIA,BROADWAY,Closed,01 QUEENS,4006900039,QUEENS,1007183,215494,MOBILE,Unspecified,QUEENS,40.75812799455369,-73.91722104795207,"{'latitude': '40.75812799455369', 'longitude': '-73.91722104795207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:43:24.000,The Police Department responded to the complaint and took action to fix the condition.,2025-11-10T01:43:30.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66774942,2025-11-09T23:57:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11226,354 EAST   21 STREET,EAST   21 STREET,REGENT PLACE,BEVERLEY ROAD,REGENT PLACE,BEVERLEY ROAD,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,14 BROOKLYN,3051240051,BROOKLYN,995594,174513,MOBILE,Unspecified,BROOKLYN,40.6456672476512,-73.959121721701,"{'latitude': '40.6456672476512', 'longitude': '-73.959121721701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:13:07.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-11-10T01:13:14.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66773349,2025-11-09T23:56:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11213,1360 CARROLL STREET,CARROLL STREET,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,CARROLL STREET,In Progress,09 BROOKLYN,3012920027,BROOKLYN,999849,182211,ONLINE,Unspecified,BROOKLYN,40.66679009457467,-73.94377096112595,"{'latitude': '40.66679009457467', 'longitude': '-73.94377096112595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66779637,2025-11-09T23:56:36.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,2038 RYDER STREET,RYDER STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,RYDER STREET,Closed,18 BROOKLYN,3085240056,BROOKLYN,1004126,161691,ONLINE,Unspecified,BROOKLYN,40.610458530643776,-73.9284142981454,"{'latitude': '40.610458530643776', 'longitude': '-73.9284142981454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:47:28.000,The Police Department responded to the complaint and determined that police action was not necessary.,2025-11-10T00:47:37.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66777800,2025-11-09T23:56:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11435,143-12 95 AVENUE,95 AVENUE,143 STREET,ALLENDALE STREET,143 STREET,ALLENDALE STREET,ADDRESS,JAMAICA,95 AVENUE,Closed,12 QUEENS,4100070006,QUEENS,1037116,193428,ONLINE,Unspecified,QUEENS,40.69743404153862,-73.80934849537964,"{'latitude': '40.69743404153862', 'longitude': '-73.80934849537964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:36:22.000,The Police Department responded to the complaint and determined that police action was not necessary.,2025-11-10T00:36:27.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66779853,2025-11-09T23:56:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2327 ANDREWS AVENUE,ANDREWS AVENUE,WEST  183 STREET,WEST FORDHAM ROAD,WEST  183 STREET,WEST FORDHAM ROAD,ADDRESS,BRONX,ANDREWS AVENUE,Closed,07 BRONX,2032250123,BRONX,1009989,253309,PHONE,Unspecified,BRONX,40.86191188144227,-73.90694752060794,"{'latitude': '40.86191188144227', 'longitude': '-73.90694752060794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:27:02.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-11-10T01:27:07.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66779811,2025-11-09T23:56:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:00:14.000,The Police Department responded to the complaint and took action to fix the condition.,2025-11-10T00:00:16.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66773827,2025-11-09T23:56:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,659 EAST  222 STREET,EAST  222 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  222 STREET,Closed,12 BRONX,2048240025,BRONX,1022082,262171,ONLINE,Unspecified,BRONX,40.88619177427693,-73.86317852732898,"{'latitude': '40.88619177427693', 'longitude': '-73.86317852732898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:31:26.000,The Police Department responded to the complaint and took action to fix the condition.,2025-11-10T00:31:28.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66777819,2025-11-09T23:55:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,251 WEST  122 STREET,WEST  122 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  122 STREET,Closed,10 MANHATTAN,1019280106,MANHATTAN,997754,233538,MOBILE,Unspecified,MANHATTAN,40.807673399386864,-73.95121968503807,"{'latitude': '40.807673399386864', 'longitude': '-73.95121968503807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:52:49.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-11-10T00:52:53.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66780195,2025-11-09T23:55:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,10-29 115 STREET,115 STREET,UNNAMED STREET,14 AVENUE,UNNAMED STREET,14 AVENUE,ADDRESS,COLLEGE POINT,115 STREET,In Progress,07 QUEENS,4040220055,QUEENS,1025133,226447,PHONE,Unspecified,QUEENS,40.78812629179252,-73.8523621929236,"{'latitude': '40.78812629179252', 'longitude': '-73.8523621929236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66778835,2025-11-09T23:55:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,2229 CRESTON AVENUE,CRESTON AVENUE,EAST  181 STREET,EAST  182 STREET,EAST  181 STREET,EAST  182 STREET,ADDRESS,BRONX,CRESTON AVENUE,Closed,05 BRONX,2031700032,BRONX,1011372,251211,ONLINE,Unspecified,BRONX,40.85614936426443,-73.90195614688277,"{'latitude': '40.85614936426443', 'longitude': '-73.90195614688277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T01:36:10.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2025-11-10T01:36:15.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66778790,2025-11-09T23:54:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2025-11-10T00:00:34.000,The Police Department responded to the complaint and took action to fix the condition.,2025-11-10T00:00:37.000,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
66775186,2025-11-09T23:54:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,31-50 BUELL STREET,BUELL STREET,31 AVENUE,31 DRIVE,31 AVENUE,31 DRIVE,ADDRESS,EAST ELMHURST,BUELL STREET,In Progress,03 QUEENS,4016760030,QUEENS,1022538,216722,MOBILE,Unspecified,QUEENS,40.761445375050656,-73.86178872292048,"{'latitude': '40.761445375050656', 'longitude': '-73.86178872292048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,nyc_opendata_311,2025-11-12 02:39:01.699840
