listing_id,price,room_type,neighbourhood,cluster
17381819,325,Entire home/apt,Lower East Side,0
17458077,250,Entire home/apt,Flatiron District,2
17477768,105,Entire home/apt,Crown Heights,3
17529637,110,Private room,East Village,2
17842111,99,Entire home/apt,Kingsbridge,3
17979132,45,Private room,Upper West Side,2
18040417,105,Private room,Financial District,2
18077050,90,Entire home/apt,Upper West Side,2
18092438,124,Entire home/apt,Upper East Side,2
18225813,69,Private room,Williamsburg,2
18283646,80,Private room,Harlem,2
18357504,54,Private room,Bedford-Stuyvesant,2
18471556,150,Entire home/apt,Williamsburg,2
18484597,50,Private room,Morningside Heights,2
18489366,165,Entire home/apt,Prospect Heights,2
18579690,278,Entire home/apt,Forest Hills,1
18584089,100,Private room,Harlem,0
18734568,44,Private room,Washington Heights,2
18789373,165,Entire home/apt,Williamsburg,2
18828134,75,Entire home/apt,East Village,2
18971993,79,Private room,East Harlem,0
19153081,249,Entire home/apt,Midtown,2
19162441,200,Entire home/apt,Greenpoint,2
19261252,425,Entire home/apt,Clinton Hill,0
19279519,500,Entire home/apt,Upper East Side,0
19313064,200,Entire home/apt,Chelsea,2
19314671,160,Entire home/apt,Greenpoint,2
19359301,100,Private room,Kensington,2
19433834,140,Entire home/apt,Gowanus,2
19459965,278,Entire home/apt,Forest Hills,1
19489138,230,Entire home/apt,Upper West Side,2
19634067,42,Private room,Williamsburg,2
19662812,60,Private room,Fresh Meadows,1
19720877,299,Entire home/apt,Brooklyn Heights,2
19731551,159,Entire home/apt,Upper West Side,0
19768754,42,Private room,Cypress Hills,1
20171018,55,Private room,Williamsburg,0
20323803,90,Private room,Lower East Side,2
20356506,139,Entire home/apt,Hell's Kitchen,3
20432888,340,Entire home/apt,Gramercy,2
20441901,50,Private room,Bedford-Stuyvesant,0
20451100,65,Private room,Harlem,2
20454481,100,Entire home/apt,Kingsbridge,1
20498653,40,Private room,Bushwick,0
20678802,138,Entire home/apt,Little Italy,2
20743194,90,Private room,Harlem,2
20812365,245,Entire home/apt,Morningside Heights,2
20970437,110,Private room,Bushwick,0
20975327,100,Private room,Kensington,2
20982257,53,Private room,East Flatbush,2
21008007,119,Private room,Brooklyn Heights,2
21047121,1177,Entire home/apt,Murray Hill,0
21076625,65,Private room,Harlem,0
21090094,40,Entire home/apt,Pelham Gardens,1
21147249,43,Private room,Astoria,2
21185448,37,Private room,Crown Heights,2
21281641,75,Entire home/apt,Prospect Heights,2
21298471,160,Entire home/apt,Canarsie,1
21325259,70,Entire home/apt,Ditmars Steinway,2
21404524,299,Entire home/apt,Bushwick,2
21469886,180,Entire home/apt,Chelsea,2
21516649,60,Private room,Crown Heights,2
21591942,358,Entire home/apt,Williamsburg,0
21755486,97,Private room,Harlem,0
21780433,65,Private room,Williamsburg,2
21781983,70,Private room,Bensonhurst,0
21826195,126,Entire home/apt,Greenwich Village,2
21836784,100,Entire home/apt,Harlem,2
22080281,125,Private room,Lower East Side,2
22085782,400,Entire home/apt,Tribeca,2
22114333,99,Private room,East Harlem,2
22165797,45,Private room,Sheepshead Bay,2
22192616,99,Entire home/apt,Cypress Hills,1
22194582,320,Entire home/apt,Williamsburg,0
22231453,55,Private room,Williamsburg,0
22276159,75,Private room,St. George,0
22292865,150,Entire home/apt,Bedford-Stuyvesant,0
22514608,105,Entire home/apt,Harlem,3
22792652,79,Private room,Upper East Side,3
22921200,170,Entire home/apt,Upper East Side,2
23019746,118,Entire home/apt,Ridgewood,2
23061070,130,Entire home/apt,Canarsie,3
23120678,115,Entire home/apt,East Harlem,2
23221581,70,Entire home/apt,Sunset Park,0
23262857,93,Private room,Upper West Side,0
23454165,75,Private room,Washington Heights,2
23990013,225,Entire home/apt,Clinton Hill,2
24132058,365,Entire home/apt,Midtown,2
24232645,180,Entire home/apt,Greenpoint,0
24304515,115,Entire home/apt,East Village,2
24656086,169,Entire home/apt,Sunset Park,2
25032319,99,Entire home/apt,Bushwick,2
25348802,165,Shared room,Midtown,2
25475518,115,Entire home/apt,East Harlem,2
25584983,200,Entire home/apt,Chinatown,2
25966512,45,Private room,Harlem,2
26121159,170,Entire home/apt,Bedford-Stuyvesant,2
26424516,1500,Entire home/apt,Flatiron District,0
26431251,30,Private room,Concord,0
26519461,225,Entire home/apt,Greenwich Village,2
27023152,55,Private room,Crown Heights,2
27067463,55,Private room,Borough Park,0
27079735,50,Private room,Williamsburg,2
27127045,250,Entire home/apt,Fresh Meadows,1
27261168,125,Entire home/apt,Midtown,2
27282297,87,Private room,Williamsburg,0
27466393,65,Private room,Williamsburg,2
27482124,120,Entire home/apt,Midtown,2
27507663,30,Shared room,Sunnyside,2
27539706,55,Private room,Parkchester,1
27552770,43,Private room,Bedford-Stuyvesant,2
28218710,75,Private room,Bedford-Stuyvesant,2
28242697,500,Entire home/apt,Hell's Kitchen,0
28291704,28,Shared room,Port Morris,2
28368234,120,Private room,Harlem,2
28510491,200,Private room,Hell's Kitchen,0
28633104,139,Entire home/apt,Bedford-Stuyvesant,2
28978474,125,Entire home/apt,Bedford-Stuyvesant,2
29012563,60,Private room,Williamsburg,2
29233640,119,Entire home/apt,Bay Ridge,0
29275537,130,Private room,Two Bridges,2
29336922,150,Entire home/apt,Bath Beach,2
29356840,51,Private room,Bedford-Stuyvesant,0
29429036,110,Private room,Upper East Side,0
29629048,250,Entire home/apt,East Village,2
29678364,180,Private room,Elmhurst,1
29682189,56,Private room,Williamsburg,2
29939030,113,Entire home/apt,Long Island City,0
29968356,199,Entire home/apt,Midtown,0
30009546,75,Private room,Williamsburg,2
30014743,200,Entire home/apt,East Village,2
30063759,29,Private room,Washington Heights,0
30065172,79,Private room,Williamsburg,2
30110482,130,Entire home/apt,Brownsville,1
30124398,460,Entire home/apt,Crown Heights,2
30130572,75,Private room,Claremont Village,2
30131426,42,Private room,Bedford-Stuyvesant,0
30325604,120,Private room,Williamsburg,2
30388383,291,Entire home/apt,Hell's Kitchen,0
30393443,453,Entire home/apt,West Village,2
30418156,70,Private room,Midtown,2
30418770,50,Private room,Bushwick,0
30483084,125,Entire home/apt,Crown Heights,0
30496651,49,Private room,Flatbush,0
30555709,150,Entire home/apt,Midtown,2
30597566,60,Private room,Midtown,0
30737182,350,Entire home/apt,Upper West Side,0
30853297,340,Private room,Long Island City,2
30936253,55,Private room,Upper West Side,2
30995347,75,Private room,Elmhurst,1
31058735,35,Shared room,Borough Park,2
31086198,100,Private room,Springfield Gardens,1
31201624,45,Private room,Flatbush,2
31244557,68,Private room,East Village,2
31379452,120,Entire home/apt,Williamsburg,2
31381103,55,Private room,Long Island City,2
31435773,233,Entire home/apt,Upper East Side,0
31596199,200,Entire home/apt,Fordham,1
32090300,100,Private room,Bedford-Stuyvesant,0
32137481,1000,Entire home/apt,Greenwich Village,0
32223317,404,Entire home/apt,Financial District,0
32237634,431,Entire home/apt,Financial District,0
32317538,1200,Entire home/apt,Gramercy,0
32609815,90,Entire home/apt,Crown Heights,2
32636982,93,Entire home/apt,Parkchester,1
32642131,90,Private room,Hell's Kitchen,2
32978570,60,Private room,Hunts Point,1
32993357,70,Private room,Williamsburg,2
33044727,65,Private room,Bedford-Stuyvesant,0
33113865,39,Private room,Flushing,1
33155206,190,Entire home/apt,Midtown,2
33560460,285,Entire home/apt,SoHo,0
33751577,325,Entire home/apt,Financial District,2
33891559,352,Entire home/apt,Upper West Side,0
33970850,350,Entire home/apt,Jamaica,1
33982630,250,Entire home/apt,West Village,0
34009196,314,Entire home/apt,Kips Bay,0
34014432,100,Private room,Astoria,2
34057129,170,Entire home/apt,Williamsburg,0
34093093,55,Private room,Astoria,2
34154569,79,Entire home/apt,Woodside,0
34177796,577,Entire home/apt,West Village,0
34256683,380,Entire home/apt,Chelsea,0
34256727,115,Entire home/apt,Midland Beach,0
34278532,129,Entire home/apt,Gravesend,2
34284185,60,Private room,Upper West Side,2
34305767,63,Private room,Bedford-Stuyvesant,2
34404561,89,Entire home/apt,Midtown,0
34418592,58,Private room,Bushwick,2
34468721,140,Entire home/apt,Canarsie,1
34577268,15,Entire home/apt,Flushing,1
34605017,115,Entire home/apt,Astoria,2
34743257,50,Private room,Bedford-Stuyvesant,2
34752945,50,Private room,Bushwick,2
34783461,175,Entire home/apt,West Village,0
34907354,42,Private room,Prospect-Lefferts Gardens,2
34975935,175,Entire home/apt,Prospect Heights,2
34997863,150,Entire home/apt,Murray Hill,0
34998820,300,Entire home/apt,Murray Hill,0
34999260,300,Entire home/apt,Murray Hill,0
35025921,150,Entire home/apt,Upper West Side,0
35228840,307,Entire home/apt,Murray Hill,0
35264260,350,Entire home/apt,Clinton Hill,0
35384734,198,Entire home/apt,Chelsea,0
35423325,190,Entire home/apt,Hell's Kitchen,2
35460949,200,Entire home/apt,Hell's Kitchen,2
35510968,97,Entire home/apt,Park Slope,2
35567048,160,Entire home/apt,Washington Heights,2
35576264,70,Private room,Morningside Heights,0
35772374,399,Entire home/apt,East Flatbush,2
35836163,75,Private room,Williamsburg,0
35863145,1500,Entire home/apt,Crown Heights,0
35967094,100,Entire home/apt,Flatbush,2
35973556,100,Entire home/apt,Williamsburg,0
35974526,60,Private room,Bushwick,2
36063144,210,Entire home/apt,Bedford-Stuyvesant,2
36065361,270,Entire home/apt,Williamsburg,0
36174744,260,Private room,Lower East Side,2
36228538,250,Entire home/apt,Upper East Side,2
36315143,250,Entire home/apt,Jamaica,1
494937,499,Entire home/apt,SoHo,2
541725,189,Entire home/apt,Williamsburg,2
599595,179,Entire home/apt,Upper West Side,2
707736,299,Entire home/apt,Harlem,0
760303,155,Entire home/apt,Upper East Side,0
788035,95,Private room,Nolita,2
824163,42,Private room,Bushwick,2
909859,890,Entire home/apt,Park Slope,0
925240,295,Entire home/apt,East Village,0
968848,64,Private room,Prospect Heights,0
1036498,46,Private room,Astoria,3
1227528,275,Entire home/apt,Williamsburg,0
1354042,210,Entire home/apt,East Village,2
1358963,100,Private room,Prospect Heights,3
1360781,220,Private room,West Village,0
1374457,55,Private room,Williamsburg,0
1411583,120,Entire home/apt,Washington Heights,0
1462341,300,Entire home/apt,Hell's Kitchen,0
1479283,96,Entire home/apt,Chelsea,0
1546518,224,Entire home/apt,South Slope,3
1762513,275,Entire home/apt,Long Island City,2
1975999,189,Entire home/apt,Chelsea,2
2096581,179,Entire home/apt,East Village,2
2106241,65,Private room,Bushwick,3
2127713,98,Entire home/apt,Harlem,0
2237851,420,Entire home/apt,Kips Bay,2
2291507,73,Private room,Williamsburg,2
2297259,900,Entire home/apt,Boerum Hill,0
2899082,150,Entire home/apt,Williamsburg,2
3018285,190,Entire home/apt,West Village,2
3132960,250,Entire home/apt,Park Slope,2
3696746,180,Entire home/apt,Gramercy,2
3747240,150,Entire home/apt,Park Slope,2
3963137,199,Entire home/apt,Bedford-Stuyvesant,2
4480308,200,Entire home/apt,Chinatown,2
4549627,129,Private room,Hell's Kitchen,2
4582785,180,Entire home/apt,Upper East Side,2
4620505,95,Entire home/apt,Williamsburg,2
4621923,126,Entire home/apt,Prospect Heights,2
4729374,80,Private room,Bushwick,2
4807899,95,Entire home/apt,Harlem,2
4829779,80,Private room,Clinton Hill,2
4983264,95,Private room,Harlem,2
5060771,89,Private room,West Village,0
5443318,145,Entire home/apt,Hell's Kitchen,0
5562420,450,Entire home/apt,Williamsburg,3
5861963,90,Entire home/apt,Astoria,2
5885280,95,Private room,Bedford-Stuyvesant,0
5942962,55,Shared room,Long Island City,2
6182580,58,Private room,Crown Heights,0
6357058,100,Private room,Bedford-Stuyvesant,2
6364404,190,Entire home/apt,Midtown,2
6380118,42,Private room,Bushwick,0
6450457,200,Entire home/apt,Kips Bay,2
6459617,215,Entire home/apt,Williamsburg,2
6492449,160,Entire home/apt,Bedford-Stuyvesant,0
6499058,135,Entire home/apt,Upper East Side,2
6704000,45,Private room,Astoria,2
6853761,125,Entire home/apt,Williamsburg,3
6871600,100,Private room,Nolita,2
6921974,160,Entire home/apt,Williamsburg,2
6933582,100,Entire home/apt,Astoria,2
7263899,38,Private room,Bedford-Stuyvesant,2
7448093,185,Entire home/apt,Greenpoint,2
7603716,70,Private room,Fort Hamilton,2
7632182,90,Private room,Kips Bay,2
7679697,200,Entire home/apt,Hell's Kitchen,0
7853561,200,Entire home/apt,Gramercy,0
7916684,160,Private room,Hell's Kitchen,2
8530517,172,Entire home/apt,Sunset Park,0
8595149,150,Entire home/apt,Upper East Side,3
8627973,40,Private room,Elmhurst,1
8719948,70,Private room,Nolita,2
8884181,200,Entire home/apt,Bedford-Stuyvesant,3
8948898,150,Entire home/apt,Upper East Side,2
9024661,230,Entire home/apt,Midtown,0
9112240,185,Entire home/apt,East Village,2
9116126,199,Entire home/apt,Upper West Side,0
9144999,140,Private room,Chelsea,2
9211258,250,Entire home/apt,Hell's Kitchen,2
9237857,300,Entire home/apt,Midtown,2
9295059,139,Entire home/apt,Upper East Side,2
9367337,139,Entire home/apt,Parkchester,1
9464318,525,Entire home/apt,Carroll Gardens,0
9679935,224,Private room,Midtown,2
9682862,100,Private room,Harlem,2
9733741,180,Entire home/apt,Lower East Side,3
9759957,45,Private room,Washington Heights,2
9787590,300,Entire home/apt,Harlem,2
9810271,48,Private room,Harlem,3
9882271,89,Entire home/apt,Greenpoint,2
9885866,67,Private room,Chinatown,2
9991319,120,Entire home/apt,Midtown,2
10014783,51,Private room,Morris Heights,0
10015258,80,Private room,Upper West Side,2
10039238,79,Private room,East Village,2
10101765,99,Private room,Upper East Side,3
10338839,180,Entire home/apt,Edgemere,1
10365516,129,Entire home/apt,Bushwick,3
10401534,80,Private room,Greenwich Village,2
10433284,90,Private room,Gramercy,2
10811465,122,Private room,Bushwick,2
10864440,140,Entire home/apt,Red Hook,2
10937904,75,Private room,Harlem,2
11236273,36,Private room,Crown Heights,2
11438189,135,Entire home/apt,Bedford-Stuyvesant,3
11573695,60,Private room,Crown Heights,2
11656396,190,Entire home/apt,Williamsburg,3
11676984,165,Entire home/apt,Upper East Side,3
11710327,115,Private room,Fort Greene,2
11728836,95,Entire home/apt,Astoria,2
11743513,176,Entire home/apt,Clinton Hill,0
11801942,200,Entire home/apt,South Slope,2
11823125,86,Private room,Woodside,0
11982174,69,Private room,Upper East Side,2
12003048,239,Entire home/apt,Hell's Kitchen,0
12266323,225,Entire home/apt,Murray Hill,0
12310495,75,Private room,Harlem,2
12360322,60,Private room,Williamsburg,2
12454556,80,Private room,East Village,2
12482870,38,Private room,Washington Heights,2
12547169,50,Private room,Williamsburg,2
12848383,265,Entire home/apt,Windsor Terrace,2
12871310,52,Private room,Bushwick,2
12926448,230,Entire home/apt,Williamsburg,2
12941306,160,Entire home/apt,Crown Heights,2
12966707,145,Private room,Upper West Side,0
13061422,49,Private room,Greenpoint,2
13205376,95,Private room,Washington Heights,2
13236366,171,Entire home/apt,Upper West Side,0
13396969,125,Entire home/apt,Chinatown,2
13417071,92,Entire home/apt,Bedford-Stuyvesant,2
13491503,125,Entire home/apt,Flatbush,2
13495361,200,Entire home/apt,Greenwich Village,2
13689706,120,Entire home/apt,Bedford-Stuyvesant,2
13750812,40,Private room,Flushing,1
13764772,30,Private room,Astoria,2
13854483,105,Entire home/apt,Bushwick,0
14323475,65,Private room,Washington Heights,2
14471418,650,Entire home/apt,Midtown,0
14683118,49,Private room,Flatlands,1
15034827,130,Entire home/apt,Greenpoint,2
15054630,45,Private room,East New York,1
15067291,64,Private room,Harlem,3
15190865,170,Entire home/apt,Williamsburg,3
15249063,375,Entire home/apt,Upper East Side,2
15301748,40,Private room,Bronxdale,1
15340613,85,Private room,Upper West Side,2
15520060,200,Entire home/apt,Chelsea,2
15678122,55,Private room,Greenpoint,2
15888899,25,Shared room,Cypress Hills,1
15928835,130,Entire home/apt,Harlem,2
16163874,150,Entire home/apt,Bedford-Stuyvesant,3
16165498,85,Private room,Bushwick,2
16205027,114,Private room,Cobble Hill,2
16313932,70,Private room,Hell's Kitchen,3
16315292,215,Entire home/apt,East Village,2
16480673,190,Entire home/apt,West Village,2
16554739,69,Entire home/apt,Flatbush,2
16678888,175,Entire home/apt,Carroll Gardens,2
16851792,65,Private room,South Slope,2
17510666,195,Entire home/apt,Hell's Kitchen,0
17866206,110,Entire home/apt,Coney Island,2
17937309,150,Entire home/apt,Greenpoint,2
17943774,225,Entire home/apt,Long Island City,0
18055685,150,Entire home/apt,Harlem,2
18149668,150,Private room,Upper East Side,2
18332922,278,Entire home/apt,Lower East Side,2
18456975,199,Entire home/apt,Midtown,0
18680331,145,Entire home/apt,Morningside Heights,2
18787950,150,Entire home/apt,Crown Heights,2
18957055,68,Entire home/apt,Windsor Terrace,2
19157481,55,Shared room,Ridgewood,0
19209436,102,Entire home/apt,Harlem,2
19430074,99,Entire home/apt,Inwood,2
19583464,145,Entire home/apt,Kips Bay,2
19677221,45,Private room,Bushwick,2
19787716,108,Entire home/apt,Williamsburg,2
19823445,150,Entire home/apt,Bedford-Stuyvesant,0
19830557,80,Private room,Williamsburg,3
19848536,48,Private room,Ridgewood,2
19894567,42,Private room,Cypress Hills,1
19896613,55,Private room,Upper East Side,2
19950255,65,Shared room,Harlem,2
19980048,350,Entire home/apt,West Village,2
20365504,170,Entire home/apt,Carroll Gardens,3
20395266,30,Private room,Long Island City,2
20481653,125,Entire home/apt,Harlem,2
20608040,60,Private room,Williamsburg,0
20619757,130,Entire home/apt,Bedford-Stuyvesant,0
20628186,35,Private room,East Flatbush,0
20772650,125,Entire home/apt,Upper East Side,0
20850006,75,Private room,Canarsie,1
20898258,198,Entire home/apt,Lower East Side,2
20927532,150,Entire home/apt,Carroll Gardens,2
21027809,100,Entire home/apt,Prospect-Lefferts Gardens,3
21088999,150,Entire home/apt,Greenwich Village,0
21264131,95,Entire home/apt,Bedford-Stuyvesant,2
21277719,55,Private room,Bellerose,1
21279140,85,Private room,Crown Heights,2
21365714,67,Entire home/apt,Queens Village,1
21491460,60,Private room,Melrose,2
21672349,98,Entire home/apt,Bedford-Stuyvesant,2
21734761,220,Entire home/apt,Williamsburg,0
21797928,95,Entire home/apt,Flatbush,0
21836315,385,Entire home/apt,Williamsburg,2
21920061,85,Private room,Lower East Side,2
21935569,20,Private room,Washington Heights,0
21946776,75,Private room,Crown Heights,2
21947012,75,Private room,Richmond Hill,1
21983780,274,Entire home/apt,NoHo,2
22017344,487,Entire home/apt,Hell's Kitchen,0
22064927,59,Private room,College Point,1
22117898,27,Private room,East Flatbush,2
22195324,189,Entire home/apt,Williamsburg,2
22226156,199,Private room,Murray Hill,2
22266286,138,Private room,Ditmars Steinway,0
22360787,80,Private room,Sunset Park,2
22361893,118,Entire home/apt,Williamsburg,0
22366866,44,Private room,Bushwick,2
22455181,90,Private room,East Village,3
22483585,190,Entire home/apt,Columbia St,0
22531898,30,Private room,Upper West Side,2
22805947,110,Entire home/apt,Prospect-Lefferts Gardens,0
22812324,92,Entire home/apt,Bedford-Stuyvesant,2
22860844,58,Private room,Greenpoint,2
23122670,75,Entire home/apt,Prospect Heights,2
23131463,127,Entire home/apt,Chelsea,2
23144059,92,Private room,Upper West Side,2
23170204,80,Private room,Kips Bay,2
23439376,60,Private room,Ridgewood,2
23452435,225,Entire home/apt,Upper East Side,0
23523123,60,Entire home/apt,East New York,1
23565616,95,Entire home/apt,Elmhurst,1
23580147,60,Private room,Bay Ridge,2
23642287,77,Entire home/apt,Crown Heights,2
23810745,48,Private room,Greenpoint,2
24022943,90,Entire home/apt,Crown Heights,2
24158816,264,Entire home/apt,West Village,2
24392320,100,Entire home/apt,Sunnyside,2
24618397,165,Entire home/apt,Theater District,2
24627684,175,Entire home/apt,Midtown,2
24673017,400,Entire home/apt,Financial District,0
24852947,150,Private room,Williamsburg,2
24854139,100,Private room,Greenpoint,0
25249692,175,Entire home/apt,Midtown,2
25255942,65,Private room,Bushwick,2
25263845,75,Private room,Washington Heights,2
25550429,129,Entire home/apt,Park Slope,2
25580283,60,Private room,Sunset Park,2
25587778,50,Private room,Woodside,1
25779152,165,Entire home/apt,Bedford-Stuyvesant,2
25810744,54,Private room,Hell's Kitchen,0
25812723,175,Entire home/apt,Bedford-Stuyvesant,2
25813322,70,Private room,Prospect-Lefferts Gardens,3
25844697,59,Entire home/apt,Flatbush,2
25864886,120,Entire home/apt,Williamsburg,2
25948509,115,Entire home/apt,Midwood,0
26074339,115,Entire home/apt,Bedford-Stuyvesant,2
26327970,125,Entire home/apt,City Island,1
26530921,300,Entire home/apt,Hell's Kitchen,2
26606845,100,Entire home/apt,Clifton,0
26743564,36,Shared room,Bedford-Stuyvesant,0
26943028,70,Private room,Briarwood,1
26994401,165,Entire home/apt,Elmhurst,1
27494148,196,Entire home/apt,Maspeth,0
27578298,150,Entire home/apt,Kips Bay,2
27593335,160,Entire home/apt,Carroll Gardens,2
27636889,245,Entire home/apt,Upper West Side,0
27921952,50,Private room,Wakefield,1
27956689,80,Private room,East Village,2
27988990,150,Entire home/apt,Prospect Heights,2
28050532,97,Entire home/apt,Midwood,2
28055277,35,Private room,Bedford-Stuyvesant,0
28081396,120,Shared room,Springfield Gardens,1
28100624,75,Private room,Bushwick,2
28155197,115,Entire home/apt,Crown Heights,2
28247510,90,Private room,Williamsburg,2
28250130,300,Entire home/apt,Lower East Side,2
28540662,65,Private room,Bellerose,1
28565170,35,Private room,Woodside,2
28574888,60,Entire home/apt,Morris Park,1
28578651,53,Private room,Greenpoint,2
28666578,120,Private room,Hell's Kitchen,0
28859648,70,Private room,Williamsburg,2
28985543,39,Entire home/apt,Morris Park,1
29035989,40,Shared room,Corona,1
29093302,120,Private room,Harlem,2
29152899,55,Private room,Williamsburg,2
29157211,165,Entire home/apt,Richmond Hill,1
29157794,55,Private room,Elmhurst,1
29281707,125,Private room,Washington Heights,0
29393457,100,Private room,South Beach,2
29410055,90,Entire home/apt,Rosebank,0
29661457,75,Private room,Ridgewood,2
29737954,140,Private room,Hell's Kitchen,2
29824343,200,Entire home/apt,Harlem,0
29847492,99,Entire home/apt,Upper East Side,0
29964348,3600,Entire home/apt,Upper East Side,0
30021315,150,Entire home/apt,Upper West Side,2
30038437,345,Entire home/apt,Upper East Side,2
30146330,40,Private room,Bushwick,0
30296204,300,Entire home/apt,Williamsburg,0
30393609,224,Entire home/apt,Financial District,0
30403397,150,Entire home/apt,Hell's Kitchen,2
30442508,42,Private room,Bedford-Stuyvesant,0
30501956,99,Private room,Woodside,2
30510553,800,Entire home/apt,Theater District,2
30536087,179,Private room,Hell's Kitchen,0
30799348,45,Private room,Bedford-Stuyvesant,2
30915587,80,Private room,Flushing,1
30964729,80,Shared room,Hell's Kitchen,2
31048559,175,Private room,Bedford-Stuyvesant,2
31082686,83,Entire home/apt,Bedford-Stuyvesant,0
31101775,27,Shared room,Bedford-Stuyvesant,2
31120596,48,Private room,East Flatbush,2
31308318,200,Private room,Bedford-Stuyvesant,2
31341166,25,Private room,Elmhurst,1
31354965,70,Entire home/apt,Washington Heights,2
31391466,70,Private room,Williamsburg,2
31626307,120,Entire home/apt,Greenpoint,0
31711813,140,Entire home/apt,Whitestone,1
31809360,250,Entire home/apt,West Village,0
31876645,60,Private room,Upper West Side,0
31919636,85,Private room,Williamsburg,2
32155741,125,Private room,Financial District,2
32207083,69,Private room,Harlem,0
32384354,26,Shared room,Crown Heights,2
32572203,105,Private room,Hell's Kitchen,0
32691375,149,Entire home/apt,Chelsea,2
33165620,100,Entire home/apt,Long Island City,0
33186806,250,Entire home/apt,Upper West Side,2
33313341,70,Private room,Ditmars Steinway,2
33444493,55,Private room,Williamsburg,0
33520773,90,Entire home/apt,Crown Heights,2
33634956,234,Entire home/apt,Financial District,0
33683615,306,Entire home/apt,Midtown,0
33785477,66,Private room,Bushwick,2
33908098,40,Private room,Windsor Terrace,2
33943754,65,Private room,Bushwick,2
33945670,100,Private room,City Island,1
34014027,90,Private room,Williamsburg,2
34065083,195,Entire home/apt,Cobble Hill,2
34208237,249,Entire home/apt,Upper East Side,2
34340593,79,Private room,Astoria,0
34393891,64,Private room,Bushwick,2
34447284,367,Entire home/apt,Hell's Kitchen,0
34483425,350,Private room,Midtown,0
34666999,200,Entire home/apt,Vinegar Hill,2
35006121,149,Entire home/apt,Midtown,2
35081477,165,Entire home/apt,West Village,2
35127865,191,Entire home/apt,Upper West Side,2
35257699,255,Entire home/apt,Hell's Kitchen,2
35263416,750,Private room,Midtown,0
35301999,145,Entire home/apt,Hell's Kitchen,2
35338703,999,Private room,West Village,0
35412871,250,Entire home/apt,East Village,0
35477828,100,Entire home/apt,Bedford-Stuyvesant,2
35486014,63,Private room,Bushwick,0
35490736,100,Private room,Fort Greene,2
35582765,132,Entire home/apt,Kips Bay,2
35603341,99,Entire home/apt,Upper East Side,0
35616750,196,Entire home/apt,Greenwich Village,2
35706068,2000,Entire home/apt,Long Island City,0
35800903,300,Entire home/apt,Hell's Kitchen,0
35808316,199,Entire home/apt,Battery Park City,2
35863730,56,Private room,Ditmars Steinway,0
36002325,220,Entire home/apt,Greenpoint,2
36031121,129,Entire home/apt,Arverne,1
36068351,60,Entire home/apt,Bronxdale,1
36102578,150,Entire home/apt,Cypress Hills,2
36103759,209,Shared room,Upper East Side,2
36114015,55,Private room,Williamsburg,2
36140236,69,Shared room,Hell's Kitchen,2
36243183,29,Private room,Fordham,1
36317980,150,Entire home/apt,Astoria,0
36442252,100,Entire home/apt,Mott Haven,2
36442487,140,Entire home/apt,Sheepshead Bay,1
36468386,145,Entire home/apt,Roosevelt Island,2
494296,75,Private room,Columbia St,2
531455,80,Entire home/apt,Prospect-Lefferts Gardens,2
552519,185,Entire home/apt,Crown Heights,3
581180,155,Entire home/apt,Clinton Hill,0
594732,331,Entire home/apt,Greenwich Village,0
763965,50,Entire home/apt,East Harlem,2
770514,195,Entire home/apt,Flatiron District,2
802498,85,Private room,Harlem,3
1166947,125,Private room,Washington Heights,0
1183172,155,Entire home/apt,Prospect Heights,3
1445977,232,Entire home/apt,East Village,0
1469895,150,Entire home/apt,West Village,2
1586773,155,Entire home/apt,Harlem,3
1787771,185,Entire home/apt,Bedford-Stuyvesant,2
1869432,209,Entire home/apt,SoHo,0
1988823,175,Entire home/apt,Harlem,3
1992751,90,Entire home/apt,Bushwick,2
2038278,100,Entire home/apt,Astoria,2
2079686,60,Entire home/apt,Bushwick,2
2088725,124,Entire home/apt,Gowanus,2
2285444,100,Private room,West Village,2
2478415,134,Entire home/apt,Red Hook,3
2684223,45,Private room,Bedford-Stuyvesant,0
2896760,60,Private room,Ditmars Steinway,3
3095348,200,Entire home/apt,Williamsburg,2
3147439,115,Entire home/apt,West Village,2
3208904,89,Private room,Lower East Side,3
3238355,55,Private room,Williamsburg,2
3297016,160,Entire home/apt,Crown Heights,0
3309572,90,Private room,Bedford-Stuyvesant,2
3358937,300,Entire home/apt,Chelsea,2
3447238,98,Entire home/apt,Crown Heights,0
3463385,95,Private room,Upper East Side,3
3530395,151,Entire home/apt,Lower East Side,2
3642278,175,Entire home/apt,Carroll Gardens,2
3697432,73,Private room,Upper East Side,2
3946471,95,Private room,Flatbush,0
4032229,47,Private room,University Heights,3
4162292,150,Entire home/apt,Flatbush,0
4224091,195,Entire home/apt,Boerum Hill,3
4278389,45,Shared room,Clason Point,1
4594620,250,Entire home/apt,Boerum Hill,2
4637858,99,Private room,Bedford-Stuyvesant,0
4668252,99,Entire home/apt,Upper East Side,0
4718314,90,Entire home/apt,Bedford-Stuyvesant,2
4866875,150,Entire home/apt,Greenpoint,2
4942523,70,Private room,Sunnyside,2
5159567,195,Entire home/apt,Greenpoint,2
5204458,95,Entire home/apt,Crown Heights,2
5251338,60,Private room,Red Hook,0
5340170,45,Private room,Park Slope,2
5447434,98,Private room,Hell's Kitchen,2
5726773,129,Private room,Crown Heights,0
5874326,89,Private room,Flatlands,1
5917687,45,Private room,Brooklyn Heights,0
