listing_id,host_id,neighbourhood_id,room_type_id,date_id,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
3079237,13969061,4479,2,410,150,1,32,0.51,1,3
3079567,740656,4480,2,40,320,3,168,2.7,1,269
3080233,15674437,4481,2,1094,220,29,4,0.07,1,0
3081771,15681707,4482,2,15,99,2,190,3.67,3,287
3083197,15688520,4483,2,117,950,3,42,0.69,2,34
3083899,15638528,4484,2,1095,120,1,1,0.02,1,0
3084473,5691429,4485,2,1096,100,1,5,0.08,1,0
3089577,15636404,4486,2,726,199,4,4,0.11,1,37
3090474,15718962,4487,1,30,100,1,257,4.2,1,20
3090922,4936720,4488,1,29,75,1,52,1.29,2,25
3091202,1475015,4489,2,1086,84,30,7,0.12,52,365
3091872,2308616,4490,2,1097,100,14,1,0.04,1,0
3093240,7136700,4491,1,19,75,3,85,1.41,4,292
3093469,7107807,4492,1,64,93,6,108,1.73,1,336
3093616,15733420,4493,2,13,140,4,64,1.38,2,315
3095119,15740819,4494,2,245,200,30,38,0.63,2,5
3095348,13125226,4495,2,395,200,2,2,0.03,1,157
3095477,15743167,4496,2,667,200,2,14,0.6,1,0
3095502,10930874,4497,2,352,100,1,1,0.02,1,0
3098703,9716281,4498,1,307,100,250,91,1.47,1,138
3100156,1906150,4499,2,48,120,7,100,1.61,1,203
3101058,15767190,4500,2,257,109,2,2,0.08,1,0
3101140,9229108,4501,1,123,126,2,15,0.8,2,105
3103596,15778597,4502,1,359,50,2,2,0.04,1,321
3104652,15783686,4503,2,1098,325,4,6,0.12,1,0
3105531,9306192,4504,2,3,750,6,0,0.0,1,0
3105986,8822946,4505,2,1099,135,5,4,0.07,1,0
3106154,2885147,4506,2,1100,52,2,1,0.02,1,0
3111416,3765042,4507,2,211,124,28,13,0.21,1,38
3112284,15815237,4508,1,515,59,3,35,0.61,1,158
3112872,2641574,4509,2,974,215,2,8,0.13,1,0
3112953,15688520,4510,1,282,240,2,8,0.13,2,93
3114929,14911623,4511,1,108,150,1,2,0.19,2,87
3116279,5352357,4512,1,953,83,2,2,0.03,1,0
3116519,3008690,4513,2,3,70,10,0,0.0,1,0
3120723,15853337,4514,2,1101,160,2,6,0.1,1,0
3120957,8703,4515,3,1102,200,1,8,0.13,1,180
3121176,3663033,4516,2,1103,50,7,4,0.07,1,0
3121851,1475015,4517,2,517,87,30,8,0.2,52,311
3122230,15859636,4518,1,3,125,1,0,0.0,1,0
3122636,4025280,4519,2,246,250,5,22,0.36,1,7
3122731,2442348,4520,2,14,162,2,123,3.47,1,282
3128865,15890334,4521,2,3,67,1,0,0.0,1,0
3129731,7853594,4522,1,226,147,1,25,0.51,2,10
3131756,2213809,4523,2,40,149,2,225,3.7,1,254
3131982,15904341,4524,2,1104,65,5,6,0.14,1,0
3132960,2472358,4525,2,98,250,5,2,0.21,1,0
3133055,15908653,4526,1,15,160,2,156,2.54,2,307
3136535,15414317,4527,2,1105,150,5,10,0.16,1,0
3137426,15667008,4528,1,3,199,1,0,0.0,1,365
3137906,3814039,4529,1,117,64,3,47,0.77,1,282
3139489,2885704,4530,1,26,33,2,182,3.62,2,16
3139749,7580038,4531,1,1106,500,1,3,0.05,3,363
3139918,469098,4532,2,34,150,3,55,0.94,1,7
3143311,15518085,4533,1,1107,110,14,2,0.03,1,0
3143596,3323488,4534,2,444,145,2,119,1.96,2,218
3143649,15960720,4535,1,3,40,10,0,0.0,1,0
3143838,7784911,4536,1,103,95,3,10,0.17,2,0
3144135,10835806,4537,2,760,185,5,60,1.3,1,0
3145484,3323488,4538,2,69,500,1,28,0.71,2,365
3147439,7361593,4539,2,1054,115,3,2,0.03,1,0
3153140,13530123,4540,2,24,195,3,105,1.73,1,204
3153464,16003147,4541,2,244,105,21,5,0.08,1,221
3153603,4299288,4542,2,261,67,30,10,0.16,1,26
3157330,9105586,4543,2,1108,75,1,1,0.02,1,0
3157420,4119683,4544,1,1109,100,1,4,0.08,1,0
3161739,14736455,4545,2,444,125,7,56,0.93,1,188
3162817,6754169,4546,2,562,350,2,2,0.04,2,0
3164173,2338762,4547,2,912,150,1,12,0.33,1,0
3164997,15998942,4548,2,1110,200,5,22,0.37,1,188
3166540,2323652,4549,2,17,270,3,6,0.16,1,12
3166564,8488933,4550,2,94,184,5,22,0.37,1,0
3167768,16067583,4551,2,4,275,4,19,0.32,1,34
3168120,16069958,4552,2,423,171,2,1,0.02,1,0
3171234,2416036,4553,2,3,425,5,0,0.0,1,0
3171480,6183406,4554,2,899,200,4,4,0.07,1,0
3171880,847230,4555,2,226,165,3,7,0.19,1,0
3172212,7351,4556,1,117,85,2,23,0.45,3,363
3172778,16109802,4557,2,40,170,7,20,0.33,1,44
3173148,6396561,4558,1,130,70,3,69,1.13,1,142
3173412,16092773,4559,1,204,125,2,36,0.6,1,7
3175088,16100913,4560,2,29,275,3,63,1.02,1,323
3176526,14325632,4561,1,34,120,2,8,2.2,2,162
3176553,16107699,4562,2,3,429,2,0,0.0,1,0
3176655,16108191,4563,2,74,225,4,2,0.11,1,0
3176874,16108973,4564,2,26,119,2,217,3.67,1,214
3177630,16114134,4565,2,837,175,3,6,0.1,1,0
3177702,14902860,4566,2,27,155,3,44,0.71,5,363
3181376,8158276,4567,2,359,100,3,1,0.02,1,0
3185489,16142344,4568,1,961,70,3,16,0.26,1,209
3185829,16151285,4569,2,117,95,3,58,0.96,4,358
3186103,16152979,4570,2,54,450,2,12,0.2,1,13
3187925,11249746,4571,2,32,215,5,28,0.53,1,106
3191450,241593,4572,1,907,60,3,4,0.07,2,0
3191678,9122601,4573,1,123,75,5,35,0.67,1,300
3191925,3772684,4574,1,827,99,3,22,0.36,2,11
3198018,738918,4575,2,29,300,2,85,1.81,2,268
3198365,16209547,4576,2,13,175,2,142,2.39,2,339
3198824,9523245,4577,2,253,195,3,8,0.13,1,0
3199681,627678,4578,1,748,50,7,2,0.15,1,140
3200198,16217769,4579,2,337,175,4,1,0.03,1,0
3200522,1369577,4580,2,19,120,5,175,2.86,2,56
3200728,727114,4581,1,258,54,10,11,0.19,1,0
3201696,13789963,4582,2,4,345,3,141,2.34,1,273
3202590,9209820,4583,2,38,225,3,76,1.24,3,275
3205292,1832751,4584,2,1111,151,28,12,0.3,1,54
3206224,16245414,4585,2,21,110,1,189,3.06,4,179
3206379,16245979,4586,2,1112,280,2,17,0.28,1,0
3207986,1874429,4587,1,52,99,1,75,1.28,1,125
3208188,16254543,4588,2,765,350,3,8,0.14,1,0
3208609,1465030,4589,1,3,70,5,0,0.0,1,0
3208747,8658146,4590,2,26,120,3,214,3.47,1,197
3208904,16257970,4591,1,35,89,3,231,3.72,2,177
3209866,16258619,4592,1,1113,120,3,1,0.02,1,365
3209980,16264357,4593,1,4,85,5,142,2.3,1,80
3210405,16266298,4594,2,1114,220,2,119,1.93,1,0
3212765,11837926,4595,1,15,125,7,17,0.29,3,309
3213712,1014484,4596,2,122,189,1,3,0.05,1,0
3213813,16279457,4597,1,3,100,7,0,0.0,1,0
3215486,7691955,4598,1,531,81,3,9,0.19,1,0
3215660,6150328,4599,3,11,45,2,136,2.22,1,15
3215722,496465,4600,1,3,150,21,0,0.0,1,0
3216134,16288210,4601,1,1115,62,3,37,0.61,1,35
3216335,16288928,4602,2,216,330,2,122,1.98,2,351
3216400,9502879,4603,1,285,80,2,10,0.25,1,0
3217221,16251030,4604,3,1116,65,2,9,0.21,1,0
3218320,3321910,4605,1,1117,125,6,3,0.05,1,43
3218526,103640,4606,2,51,165,2,172,3.1,1,264
3219401,3481965,4607,1,33,90,4,3,0.05,1,0
3219654,16304160,4608,2,1118,120,3,8,0.13,1,9
3219835,16305093,4609,2,3,250,1,0,0.0,2,0
3220115,16306708,4610,2,1119,115,7,6,0.1,1,0
3220178,16307118,4611,1,6,55,1,47,0.79,1,249
3220725,15646137,4612,2,3,200,30,0,0.0,1,365
3223080,16319729,4613,2,3,149,1,0,0.0,1,0
3224913,16245414,4614,2,11,55,1,115,1.91,4,64
3225975,16329859,4615,2,74,400,6,34,0.56,1,1
3227002,2941712,4616,2,258,200,5,3,0.05,1,0
3230053,4427756,4617,2,1120,111,2,45,3.08,1,0
3231460,15384170,4618,2,961,175,3,12,0.2,1,0
3235070,14337132,4619,2,29,150,2,31,0.54,1,0
3236301,5164854,4620,1,126,52,7,17,0.28,8,17
3236385,16376419,4621,2,133,88,30,2,0.09,1,101
3236977,11494077,4622,2,4,425,6,5,0.08,1,321
3237160,4928687,4623,2,435,175,1,2,0.05,1,0
3237602,16379550,4624,2,3,270,14,0,0.0,1,0
3238109,16383743,4625,1,3,180,1,0,0.0,1,0
3238355,2656209,4626,1,3,55,13,0,0.0,1,0
3238517,16385595,4627,1,31,105,14,26,0.42,1,285
3240518,16395150,4628,2,854,265,2,10,0.18,1,0
3240838,16396714,4629,1,77,60,2,15,0.25,3,188
3241287,16399575,4630,1,164,45,3,13,0.21,1,0
3241502,4422817,4631,1,299,89,2,7,0.92,1,0
3241858,1866033,4632,2,49,200,4,102,1.7,1,6
3245000,13561307,4633,2,1121,149,1,2,0.28,1,0
3247291,16425715,4634,1,87,80,1,134,4.36,1,227
3248010,1588656,4635,2,88,125,1,154,3.05,2,122
3248526,16430857,4636,2,564,78,5,13,0.22,1,0
3248671,6032480,4637,1,48,65,2,152,2.5,2,80
3249076,16433878,4638,2,1061,350,7,5,0.14,1,0
3249078,1705205,4639,2,3,115,5,0,0.0,1,0
3249253,14369316,4640,2,452,289,2,1,0.02,1,0
3249726,16437254,4641,2,558,158,30,1,0.14,21,365
3250685,16442583,4642,1,105,50,2,6,0.11,1,0
3251014,8349905,4643,2,747,234,4,5,0.08,1,0
3251638,8243983,4644,1,3,50,1,0,0.0,1,0
3251901,6726808,4645,1,937,69,5,2,0.03,1,0
3257345,417100,4646,2,1122,135,1,18,0.35,1,0
3258196,169843,4647,1,133,89,3,73,1.19,1,359
3258197,16477306,4648,2,40,16,2,21,1.69,1,9
3261569,10297692,4649,2,32,300,1,32,0.52,2,254
3262238,124345,4650,2,40,250,5,49,0.83,1,234
3262855,16499705,4651,2,804,70,1,5,0.08,1,0
3262930,16500110,4652,1,8,140,3,118,1.91,1,316
3264261,5668550,4653,2,1123,175,3,18,0.3,1,0
3264684,8830645,4654,2,1057,160,3,2,0.03,1,0
3265275,16512899,4655,2,3,200,1,0,0.0,1,0
3265407,9944244,4656,1,77,57,7,11,0.18,1,0
3265409,5508109,4657,1,14,90,3,2,1.58,1,53
3265410,16514175,4658,1,296,89,2,40,0.65,5,1
3265982,16516195,4659,2,1124,90,4,22,0.37,1,13
3268008,16525423,4660,2,18,200,4,48,0.82,1,312
3269281,1746811,4661,2,40,100,2,52,1.08,2,30
3270009,16534981,4662,2,22,68,30,14,0.41,5,334
3270428,16536815,4663,2,844,170,4,14,0.23,1,0
3270702,13208084,4664,1,1125,40,28,13,0.22,3,318
3270809,14289427,4665,2,410,500,4,6,0.18,3,341
3271052,2009585,4666,2,1126,145,3,13,0.22,1,0
3271893,327673,4667,2,4,250,3,16,0.27,2,6
3272201,16545323,4668,2,998,288,7,14,0.23,1,222
3272552,4233003,4669,2,1127,245,3,18,0.3,1,0
3272628,1568951,4670,2,348,80,3,12,0.25,1,0
3272721,4080758,4671,2,122,125,5,5,0.08,1,0
3276963,16566615,4672,2,8,166,14,18,0.3,1,48
3278436,7105630,4673,2,816,330,4,11,0.18,1,260
3278530,16572580,4674,1,808,60,5,6,0.16,2,0
3278631,16572957,4675,1,1128,130,1,3,0.05,1,0
3278691,16069319,4676,1,298,45,30,4,0.07,1,0
3279671,109738,4677,2,32,165,3,159,2.71,1,75
3281606,16509287,4678,1,674,155,2,14,0.23,1,172
3281660,418289,4679,2,861,119,60,1,0.04,1,0
3282550,1174963,4680,2,963,158,3,12,0.19,1,0
3283028,16591767,4681,2,72,169,5,51,0.83,1,91
3283409,16593547,4682,2,88,139,2,124,2.09,1,231
3283729,16596651,4683,2,1056,125,4,7,0.11,1,0
3284019,15055035,4684,1,1129,70,3,25,0.41,1,353
3286369,16608415,4685,1,18,135,1,173,4.69,3,162
3288496,3716641,4686,2,1130,99,30,8,0.13,8,170
3288625,4042938,4687,2,3,175,10,0,0.0,1,0
3289009,5231131,4688,2,3,150,7,0,0.0,1,0
3290309,16622685,4689,2,119,250,3,30,0.51,1,173
3291286,16628226,4690,1,3,100,1,0,0.0,1,0
3291524,15740819,4691,1,350,100,30,5,0.08,2,10
3293500,16580725,4692,2,351,128,3,89,1.53,1,32
3293842,16641600,4693,2,77,121,12,8,0.13,2,7
3297016,2051075,4694,2,21,160,30,36,0.63,2,228
3301484,56920,4695,1,3,135,2,0,0.0,2,352
3302463,16678513,4696,2,6,275,5,30,0.5,1,20
3302905,16680791,4697,2,1131,180,3,3,0.07,1,0
3302921,16680861,4698,2,11,189,2,138,2.86,1,203
3302932,2082345,4699,2,3,250,5,0,0.0,1,32
3303165,4279827,4700,2,49,99,2,148,2.46,1,235
3303301,12385603,4701,2,13,200,5,120,2.0,1,193
3303382,16683574,4702,2,13,145,4,115,1.9,2,262
3304307,12465884,4703,1,23,100,3,64,1.05,1,219
3307936,7889819,4704,2,518,240,1,22,0.37,1,0
3309572,341981,4705,1,201,90,3,52,0.85,1,0
3309982,16713474,4706,2,17,220,2,55,0.91,1,306
3311821,430188,4707,1,60,100,20,62,1.01,6,240
3311830,11674837,4708,1,29,59,1,142,2.34,3,359
3311834,13611255,4709,2,528,78,30,81,1.33,3,188
3312276,14214034,4710,2,10,75,2,85,1.41,2,253
3312417,3691863,4711,1,40,78,3,86,1.43,1,362
3315933,12774721,4712,2,359,250,1,4,0.07,1,0
3316877,175694,4713,2,3,150,1,0,0.0,1,0
3317978,16751902,4714,1,1132,44,1,2,0.05,1,0
3318859,9306976,4715,1,182,69,2,25,0.47,2,125
3319483,1498951,4716,1,3,65,1,0,0.0,1,5
3320635,7640229,4717,2,769,90,7,4,0.07,1,0
3321643,1442768,4718,2,759,125,4,10,0.17,1,0
3322922,18566028,4719,2,1133,78,18,11,0.2,1,0
3323189,16777963,4720,2,40,785,2,85,1.52,1,331
3324203,16782573,4721,2,4,99,3,160,2.65,4,299
3324498,11827364,4722,1,194,74,30,9,0.16,1,76
3325584,16789954,4723,2,296,130,4,2,0.06,1,0
3325617,16790098,4724,2,48,105,2,216,3.54,1,70
3325807,3053578,4725,2,1134,145,7,6,0.1,1,0
3328706,16805656,4726,1,11,90,1,146,2.67,2,40
3331279,3840659,4727,2,1135,215,4,14,0.23,1,0
3332881,16826094,4728,2,949,100,3,1,0.03,1,0
3334361,16834792,4729,2,51,92,5,192,3.14,2,281
3334850,16838156,4730,2,686,185,29,5,0.08,1,2
3337808,3655542,4731,2,3,1000,4,0,0.0,1,0
3339205,15689833,4732,2,337,160,4,11,0.18,1,1
3339273,7245581,4733,2,799,93,110,12,0.26,19,329
3339399,2119276,4734,2,79,300,30,13,0.24,39,291
3341682,1558222,4735,1,587,75,1,3,0.05,3,0
3343038,16872923,4736,2,1009,370,1,8,0.13,1,365
3343299,16874459,4737,2,1136,425,2,4,0.07,1,0
3344177,10457196,4738,2,14,200,30,4,0.18,11,282
3344237,16879147,4739,1,61,125,2,55,0.89,1,348
3344509,1290508,4740,2,602,179,10,1,0.03,1,0
3344815,16883036,4741,1,50,46,2,55,1.24,1,346
3349699,19402,4742,2,246,150,5,37,0.76,1,86
3350417,12556197,4743,1,1137,52,4,37,0.6,2,0
3351584,455017,4744,1,32,80,1,1,0.67,1,351
3352030,317692,4745,2,636,120,2,4,0.08,1,0
3352608,16916853,4746,2,1138,300,5,8,0.13,2,363
3354367,8882019,4747,1,198,110,2,1,0.02,1,189
3354459,16926937,4748,2,77,200,1,4,0.07,1,0
3354484,4319841,4749,2,462,75,5,9,0.16,1,0
3357882,16942970,4750,2,733,200,5,49,0.84,1,25
3358937,16947051,4751,2,1139,300,3,11,0.19,1,0
3359315,16948705,4752,1,192,22,10,3,0.05,1,0
3359510,7503643,4753,2,40,129,30,15,0.27,52,157
3362302,16962600,4754,2,1140,125,7,4,0.07,1,0
3363364,16968100,4755,1,3,150,1,0,0.0,1,299
3363462,16968641,4756,2,79,185,5,18,0.3,1,31
3367150,16989237,4757,2,722,158,4,17,0.28,1,0
3368427,4044499,4758,1,3,30,1,0,0.0,1,0
3368441,5783747,4759,2,11,316,3,29,0.49,1,6
3369100,16106756,4760,2,49,175,3,176,2.88,1,0
3369623,17000648,4761,2,164,97,3,33,0.65,1,0
3369826,17001535,4762,2,678,175,1,1,0.02,1,347
3369929,1910452,4763,3,3,60,1,0,0.0,2,0
3370285,17003476,4764,1,977,72,3,6,0.1,1,83
3372399,17015217,4765,2,17,175,5,82,1.41,1,0
3372642,1283991,4766,2,3,225,3,0,0.0,1,0
3372925,17018997,4767,2,653,85,5,1,0.04,1,0
3373030,7549,4768,2,88,150,1,60,1.0,4,188
3375448,2377104,4769,2,11,225,2,257,4.21,2,179
3375998,17032761,4770,1,282,400,7,5,0.09,1,0
3376567,2042864,4771,1,1141,125,4,14,0.3,1,0
3376999,17036912,4772,2,8,200,3,153,2.64,1,260
3378404,3463555,4773,2,3,88,2,0,0.0,1,0
3378576,6273146,4774,1,3,250,1,0,0.0,1,0
3378585,13535952,4775,2,3,300,1,0,0.0,1,0
3379914,9317567,4776,2,1121,89,10,10,0.18,1,222
3383382,908514,4777,2,27,165,2,25,0.41,1,0
3383662,6146050,4778,1,3,84,15,0,0.0,2,0
3386226,4185064,4779,2,11,285,1,89,1.47,2,110
3386746,17087544,4780,2,1142,150,4,26,0.44,1,0
3386923,2468616,4781,1,99,70,2,10,0.16,2,68
3387493,15310997,4782,2,1143,300,30,3,0.05,9,365
3390839,3435970,4783,2,347,220,5,3,0.13,1,186
3391220,3542562,4784,2,3,149,31,0,0.0,4,77
3393798,8597778,4785,2,316,249,3,6,0.1,1,0
3393999,2443535,4786,2,3,90,7,0,0.0,1,0
3394044,10657357,4787,1,331,69,3,18,0.29,4,270
3394314,12057272,4788,2,460,120,30,77,1.3,1,3
3394517,17125263,4789,1,13,69,2,60,1.05,2,271
3394768,10657357,4790,1,206,54,5,21,0.34,4,187
3394964,10657357,4791,1,61,50,5,24,0.39,4,177
3395099,10657357,4792,1,21,51,6,20,0.33,4,258
3395398,17130866,4793,1,1144,99,3,10,0.58,1,0
3395697,17132728,4794,2,899,290,7,1,0.03,1,0
3399909,39304,4795,2,3,240,365,0,0.0,1,363
3400359,16286162,4796,1,13,49,2,114,1.87,4,240
3400645,178784,4797,2,989,115,3,6,0.1,1,0
3400739,17151343,4798,1,1145,78,21,60,0.99,1,0
3401083,17153037,4799,2,1146,125,7,25,0.41,1,270
3401271,5851210,4800,2,15,135,3,225,3.69,2,13
3401911,17156530,4801,1,3,110,1,0,0.0,1,0
3402474,17157906,4802,2,33,205,2,8,0.16,1,0
3403034,17161465,4803,2,130,95,30,36,0.61,1,245
3404472,17169449,4804,1,40,55,3,225,3.7,1,15
3404668,17170345,4805,1,117,47,2,118,1.99,1,310
3404873,17171419,4806,1,216,39,4,48,0.82,2,12
3408897,17190169,4807,2,331,349,5,19,0.45,1,358
3410516,17196239,4808,2,246,250,1,7,0.12,1,170
3411006,4903508,4809,2,24,290,7,90,1.53,1,41
3411815,1649108,4810,1,52,85,1,83,1.51,3,21
3411912,2574806,4811,2,1147,170,2,1,0.02,1,0
3412633,1964249,4812,2,39,146,11,50,0.82,1,0
3412893,17206543,4813,2,360,99,2,7,0.12,1,0
3414607,3640784,4814,2,51,150,3,25,0.42,1,18
3414885,5722995,4815,2,14,240,2,87,1.46,1,77
3415102,17218916,4816,2,364,500,2,48,0.8,1,365
3415455,4345336,4817,1,14,48,2,33,0.92,1,113
3420223,17241205,4818,2,315,129,1,21,0.36,1,0
3420648,16345041,4819,2,284,750,3,16,0.27,1,365
3421589,17243187,4820,2,248,180,5,9,0.15,1,87
3423032,12483101,4821,1,726,70,3,1,0.09,1,342
3423516,17256091,4822,2,3,150,2,0,0.0,1,0
3424458,17247205,4823,2,1001,240,1,1,0.05,1,0
3425054,7398990,4824,2,939,100,5,10,0.17,1,0
3425168,10665748,4825,2,45,122,30,7,0.12,1,339
3426233,17272284,4826,2,249,400,3,9,0.36,2,0
3429765,16286162,4827,1,239,47,2,75,1.27,4,172
3430612,17289499,4828,2,827,140,3,12,0.2,1,4
3431378,17292935,4829,1,6,55,1,231,3.95,2,16
3431816,4274268,4830,2,359,110,4,3,0.05,1,0
3432660,17299359,4831,2,1148,175,3,1,0.02,2,365
3434211,11081628,4832,2,682,80,7,6,0.18,1,0
3434303,16914467,4833,2,1149,150,2,4,0.07,1,0
3434471,13148521,4834,2,1083,200,4,4,0.07,1,0
3435260,17315514,4835,1,328,50,10,1,0.03,2,0
3437101,17318747,4836,1,21,99,1,21,0.47,2,82
3439207,5634395,4837,1,153,60,7,11,0.18,2,0
3440135,7356757,4838,2,48,225,1,39,2.73,1,49
3440741,17339848,4839,2,1150,175,3,5,0.08,1,0
3441130,6045456,4840,1,1151,60,7,16,0.26,1,313
3442067,17198795,4841,2,502,255,2,1,0.02,1,341
3442140,8697041,4842,1,363,75,15,4,0.07,2,0
3442152,17347275,4843,2,398,190,3,2,0.03,1,0
3445138,17051201,4844,2,27,495,3,15,0.27,3,198
3447238,13637847,4845,2,34,98,5,11,0.18,1,188
3447448,14509754,4846,1,3,150,1,0,0.0,1,364
3448037,634096,4847,2,3,250,1,0,0.0,1,0
3450210,17389236,4848,2,6,215,1,107,1.8,1,47
3452721,17130308,4849,2,164,200,5,7,0.12,1,0
3452835,666862,4850,2,973,100,2,45,0.98,1,0
3453488,2533026,4851,2,3,200,30,0,0.0,1,0
3455983,178551,4852,2,3,200,6,0,0.0,1,0
3457770,9604972,4853,2,1152,110,1,1,0.02,1,0
3458525,17430718,4854,2,19,115,3,64,1.05,2,211
3461872,5220670,4855,1,404,75,1,3,0.05,1,0
3462975,17159358,4856,2,1153,289,1,7,0.12,1,0
3463385,10698270,4857,1,27,95,1,202,3.31,2,263
3463475,1384256,4858,2,40,197,1,285,4.83,1,8
3464727,17456385,4859,2,3,150,1,0,0.0,1,0
3464971,17457445,4860,2,3,225,7,0,0.0,1,0
3465604,12220316,4861,2,94,375,3,6,0.1,1,252
3465651,4060346,4862,1,4,56,1,145,2.38,1,258
3465977,1535732,4863,2,29,225,15,15,0.45,1,266
3468486,17475146,4864,2,1154,70,7,1,0.02,1,0
3468914,17477908,4865,2,1155,264,30,6,0.1,10,281
3468942,17477908,4866,2,353,199,30,11,0.19,10,365
3469115,17051201,4867,2,348,149,2,19,0.33,3,28
3469171,1499484,4868,2,8,142,1,169,2.8,2,306
3469295,17479416,4869,2,6,299,4,58,0.97,2,324
3473305,16718001,4870,2,1156,50,3,15,0.25,1,0
3474320,12949460,4871,2,15,160,1,488,8.14,1,269
3476105,5810978,4872,2,53,127,4,142,2.34,1,2
3476431,4374828,4873,2,17,110,3,39,0.85,1,0
3478771,6230230,4874,1,40,69,2,36,0.6,3,5
3479019,17299359,4875,2,1157,175,3,4,0.07,2,365
3479614,3395227,4876,2,1158,179,5,72,1.18,1,0
3479639,17527788,4877,2,21,144,1,51,0.84,2,85
3482919,4320908,4878,2,3,175,7,0,0.0,1,0
3485146,6707119,4879,2,1159,150,1,1,0.02,1,0
3486103,3841446,4880,2,61,109,2,214,4.58,1,127
3487445,2553182,4881,2,3,350,1,0,0.0,1,0
3488283,17208512,4882,2,249,75,3,4,0.08,1,0
3488989,17568735,4883,2,295,135,3,3,0.05,1,0
3489095,3250450,4884,1,3,39,30,0,0.0,18,352
3489242,3250450,4885,1,216,38,30,8,0.14,18,358
3490317,15697051,4886,2,6,195,2,231,3.82,1,251
3492910,17266994,4887,2,115,146,3,91,1.52,2,223
3493833,17592620,4888,2,23,318,5,19,0.32,1,268
3495686,721833,4889,2,3,184,3,0,0.0,1,0
3495854,17601262,4890,2,61,140,2,133,2.52,2,283
3496384,16677326,4891,1,8,85,1,145,3.48,12,342
3496438,17604079,4892,2,1160,170,1,1,0.02,1,0
3499016,17618198,4893,1,583,100,2,2,0.03,1,365
3499174,6145540,4894,2,871,350,4,8,0.13,1,196
3499251,10034987,4895,2,515,199,3,25,0.42,1,0
3499326,380728,4896,1,780,77,6,17,0.29,1,188
3504289,11308483,4897,1,1161,80,1,2,0.03,1,0
3507112,17658078,4898,1,1162,79,2,11,0.19,1,0
3509822,17671787,4899,1,1163,550,3,5,0.1,1,358
3510929,130216,4900,2,920,155,5,7,0.12,1,17
3511778,17681072,4901,2,890,275,30,12,0.2,1,358
3511883,17347754,4902,2,1164,119,2,10,0.18,1,0
3511898,17682043,4903,2,245,85,20,5,0.09,1,0
3511934,17682312,4904,1,3,84,1,0,0.0,1,0
3512428,17616305,4905,1,51,90,2,127,2.15,1,58
3512620,617127,4906,2,8,135,5,53,0.9,1,191
3513303,4904811,4907,1,29,90,3,230,3.79,1,125
3513662,6153186,4908,2,880,150,1,5,0.08,1,0
3513960,4847926,4909,1,118,38,3,76,1.3,3,253
3517621,1475015,4910,2,40,87,30,4,0.07,52,343
3517646,17711637,4911,2,1146,210,5,3,0.05,1,0
3518682,5407403,4912,1,708,80,2,50,0.83,1,6
3519172,17719747,4913,2,11,250,3,20,0.39,1,323
3521162,17730490,4914,2,1165,175,1,18,0.31,1,0
3522244,922478,4915,1,10,65,1,52,0.87,2,82
3522329,17737666,4916,2,1166,140,1,48,0.81,1,0
3522513,17739111,4917,2,8,129,4,17,0.28,1,64
3522539,515946,4918,2,216,159,4,45,0.75,1,87
3523001,10628463,4919,1,3,125,7,0,0.0,1,365
3526122,4254072,4920,2,26,249,3,44,0.74,1,332
3529500,14902860,4921,2,19,151,5,52,0.91,5,333
3529503,6491377,4922,1,8,79,4,70,1.19,1,308
3529888,9952523,4923,2,1167,125,3,10,0.22,1,0
3530122,228012,4924,2,51,135,5,76,1.28,1,257
3530395,7665324,4925,2,56,151,2,5,0.1,2,46
3530517,17773625,4926,2,24,600,3,73,1.23,1,282
3531018,12291588,4927,2,15,59,1,142,2.63,1,318
3531190,1457351,4928,2,4,273,4,85,1.41,1,91
3531345,12337318,4929,1,246,70,2,28,0.82,2,80
3531959,17781037,4930,1,779,95,1,2,0.03,1,0
3533180,254846,4931,2,216,399,3,49,0.96,4,269
3533604,9510645,4932,1,51,96,1,332,5.57,2,355
3533669,6828085,4933,3,118,110,1,47,0.81,1,362
3533741,17791294,4934,1,3,110,1,0,0.0,1,0
3533777,17791467,4935,1,29,69,2,249,4.12,2,132
3534137,7157099,4936,1,104,85,2,67,1.56,3,264
3534443,13337141,4937,2,671,150,2,121,2.02,1,0
3539618,506909,4938,2,383,170,1,9,0.15,1,0
3539882,16583238,4939,2,492,125,5,12,0.2,1,0
3540370,17820079,4940,1,27,130,1,191,3.17,1,0
3540722,17820464,4941,2,207,145,1,358,5.96,1,3
3542523,747031,4942,2,774,500,1,138,2.34,1,282
3543227,3912009,4943,1,15,95,3,160,2.78,2,0
3544273,17842194,4944,2,189,150,4,9,0.15,2,0
3544610,17845064,4945,2,3,150,1,0,0.0,1,364
3544828,17224426,4946,1,50,56,2,180,3.04,1,0
3544858,7879349,4947,1,971,60,1,1,0.02,1,0
3544899,7458731,4948,2,1168,85,3,37,0.62,1,310
3545066,7250241,4949,1,554,80,5,3,0.05,1,0
3548393,6212988,4950,1,1169,100,3,16,0.26,1,0
3549074,17866326,4951,1,337,54,3,2,0.05,2,0
3549478,3563304,4952,2,35,113,4,38,0.63,1,191
3549798,6309019,4953,2,18,200,2,175,2.93,1,303
3550298,16974369,4954,1,277,75,5,5,0.1,1,0
3550879,17874864,4955,3,1170,200,1,31,0.53,1,365
3551778,1439449,4956,2,1171,110,30,4,0.07,1,220
