listing_id,listing_name
13422992,Gorgeous Lower East Side Walk Up & Roof
13424027,LOFT-LIKE FLOOR THRU BROWNSTONE LIGHT SPACIOUS
13424903,Share a room Lower East Side
13424996,Breezy Bushwick Apartment with Backyard
13425518,Beautiful  studio apt. near Hudson River Park!!
13426171,Stunning New High-Rise Apartment - 1 Bedroom NYC
13426681,-Luxury NYC 1 Bedroom nearby Theater District!
13427044,Ideal Bushwick Rental
13427412,Stunning 1 Bedroom Apartment. 8 minutes to Ferry
13427591,Stunning 1 Bedroom Apt with Indoor Pool
13427658,Comfortable room 15 minutes to Manhattan
13427702,Cozy Room for 2 in Astoria!
13427968,Hamilton Heights Haven with Private Garden
13428478,Casa De Grattan
13429535,Sunny Williamsburg Haven
13429562,**Stunning 1 bedroom Apt. + Amazing amenities
13429591,"West 48th Street, Lux 1bd Apt near Rockefeller Ctr"
13429684,Private room in Bushwick
13430012,Gorgeous 1 Bedroom NYC + W/D in the Unit
13430210,Prime Gramercy Apartment w Balcony
13430458,Fun & Funky 2nd floor of loft.
13430483,Lux 1-BR Apt near Port Authority/Times Square
13430794,Lux 1-BR Apt In Midtown West-prime location!
13431257,Luxurious 1BR Apt in Midtown West
13431552,Lincoln Center Area 1 Bed
13431664,Private Condo Room w/ Patio
13431793,"Luxurious 1BR Apt near Times Square, river views!"
13431961,Amazing Brownstone Studio @ Central Park West
13432015,"Stunning 1 Bedroom Apt. in  NYC, w/d in the unit!"
13432348,River Views! - Lux 1BR Apt near Midtown
13432434,Entire floor in a brownstone.
13432549,Private Bedroom&Bathroom in large Chinatown duplex
13432828,Elegant Large One Bed  / 1.5 Bathroom-  UWS
13433027,Holistic Health Stay New York
13433684,"Cozy room w/AC, 2 blocks from L train"
13433870,Bright Bedroom with views of city
13434493,Private Trendy Bushwick Loft
13434959,1 Bd  10 mins to Manhattan  Steps to Prospect Park
13435285,Times Square Manhattan One Bedroom
13435688,❤ of Manhattan | Fantastic 1 Bedroom
13436088,• Eye Catching Views  | Luxurious 1 Bedroom •
13436132,Bright studio in the heart of the east village
13436258,One Bedroom Apartment  in TownHouse
13436489,Small and Cozy Bedroom (near N/R train)
13437219,"Cozy, Private West Harlem Hamilton Heights Bedroom"
13440481,Magnificent Apartment Near the Central Park 4BDR!
13441680,Private Bedroom in a 3BR Apartment
13442932,Modern and Clean 1 bed w/small balcony
13443640,Deluxe 3-BR + 3.5Bath with sweeping city views!!
13443722,Cosy 1 bdr in Midtown West
13443794,"Convenient, cozy, and cheap room in Bushwick"
13444490,"Bright, spacious one bedroom in the East Village"
13444818,2 beds PH balcony & rooftop close to Manhattan
13444884,Manhattan Bedroom | Skyline Views
13444902,Private cosy room Harlem
13445020,Quintessential Williamsburg Loft
13445027,Large sunny Bedroom in Brooklyn Loft
13445935,Greenpoint Oasis
13446050,"Upper West Side, Manhattan, NY"
13446124,Cozy front room in a 2 bedroom family apt near CU
13446580,Casually chic 2+bedroom townhouse
13446921,Sunny Room with Back Yard in Brooklyn
13449748,Rent my Artist Studio
13449844,Upper West Side Apt. w/ Roof Deck
13451379,Large & sunny private bedroom in a townhouse.
13451599,"Bright, Spacious 1 Bedroom in the East Village"
13451720,One bedroom near Columbia University
13451786,Large comfy bright bedroom near sub
13451943,Private Room in Bushwick Parlor Apartment
13452384,Newly renovated private master & bathroom
13452474,Charming Studio-Columbus Circle/Hell’s Kitchen
13452799,Small and cozy room in Williamsburg 2-Bedroom apt.
13453023,"King Bed, Super Host, Near Central/Riverside Parks"
13453271,"NEAR CENTRAL PARK, TIMES SQUARE, COLUMBIA UNIV."
13459473,Spacious room in Midtown East Manhattan
13459691,Private Bedroom in Williamsburg!
13459841,Sunny Williamsburg w Balcony - Long Term Rental
13460498,Beautiful Brownstone Parlor Floor Apartment
13460534,Amazing Luxury 1 Bedroom Apartment
13461123,Cozy Brooklyn apartment in Brownstone
13461289,Luxurious Studio at MidTown Manhattan
13461412,❤ of Midtown  | Rooftop Terraces +
13461718,"Big, Nicely Decorated Loft: Great location & light"
13463768,"Spacious, Affordable 1BR Apartment in Brooklyn"
13464667,Private Room in Midtown Manhattan
13465546,Comfortable 2 BR in East Village/Cooper Square
13466084,welcome to my house
13466168,Like living in an art gallery.
13466302,Very central loft-like apartment on UWS
13466561,Sunny and light bedroom in Downtown Manhattan
13466663,Cozy bedroom in downtown Manhattan
13466842,"3bd apt w/yard in Astoria, 10 mins from Manhattan."
13467270,Sunnyside Modern Apartment that sleeps 4 people.
13467433,This is NYC-Amazing Bedroom at Financial District
13467511,Modern 1-Bedroom Duplex Apartment in New York City
13468421,PERFECT PRIVATE ROOM NYC
13468830,Brooklyn palace
13473267,Sunny Room in Bushwick Apartment
13474455,Blueberries & Cream - Cozy 1 Bedroom Apt. #2
13475688,private entrance mini apt! part of my home
13476185,"1-bedroom in Midtown West, close to everything"
13476685,"HOTTEST LOCATION! Cozy, convenient and chic."
13477118,Artistic Escape in Brooklyn
13477234,Midtown Luxurious 1 bedroom apt.
13477342,"Historical Sugar Hill, West Harlem"
13477359,Clean bright room in spacious apt!
13478244,Art-filled bright spacious 1 bedrm W'burg + deck
13479302,Sunny 1BR in East Village
13479511,Midtown Studio near Central Park
13479649,Spacious 1br apartment with amazing views!
13480090,Private Queen Bedroom in Brooklyn
13480134,cosy room with all confort
13480162,"Williamsburg 2 Bed/2 Bath, close Subway/Waterfront"
13481935,"Crown Heights, Franklin Ave- Private/Cozy Room!"
13485043,"Beautiful hip location, with a light of sunshine."
13485786,Private room in Stylish Williamsburg APT
13486680,Large room in Sugar Hill
13486730,Large private bedroom in West Soho/West Village
13487852,Charming Oldschool NYC Apartment
13488308,Spacious & Cosy 1BR apt in Gramercy with balcony!
13488659,Basement Sublet Space open from June 28th-July17th
13489132,"Amazing flat, stunning views!!, perfect location"
13489234,Cozy 1BR in Midtown Manhattan
13489789,Roses Room - 10 mins to Williamsburg/LES/City
13490097,Excellent Space for NYC Visit.
13490175,AMAZING VIEW ENTIRE apt 10mins to midtown
13490372,Sunny one-bedroom with terrace in Park Slope
13490397,Beautiful Brooklyn Brownstone in Park Slope.
13490410,Perfect 1BDRM -Lincoln Center
13491040,Gorgeous Duplex Apartment with a Garden
13491064,Modern and cozy apartment in the Upper East Side
13491503,"Airy, Private, Spacious + Accessible"
13491951,QUIET OASIS in Prime Chelsea LRGE APT PRIVATE back
13492036,"Beautiful 1 bedroom in Astoria,Queens"
13492353,Bright Private BR in a 2BR apt in Upper West Side
13492449,[TRUE 1br] Heart of the West Village
13493430,"Fully Furnished, sunny 2BR 1BA Summer sublet!"
13493546,"Grand private apt with deck, one block to subway"
13494051,Gorgeous Master Bedroom near City College
13494095,STUDIO LowerManhattan this week!
13494147,Beautiful Quiet Bedroom near City College
13494532,"*Cozy apt Manhattan,Near Central Park !*"
13494825,Large and Lovely with Lots of Light
13494895,Big room in East Harlem apartment
13494898,Modern 1BR apartment amazing location in Chelsea
13495012,World Trade Center Delight
13495082,private one bedroom apartment in williamsburg
13495361,Charming 1BR in the heart of Greenwich Village
13495558,Bright apartment in Soho with roof access
13495691,Fort Greene bedroom w/private bathroom
13495754,"Peaceful, Light-filled Room - Greenpoint, BK"
13496129,LARGE bedroom in sun-lit Pre-War in Crown Heights
13496176,Spacious duplex w/ backyard in Stuyvesant Heights.
13496318,Amazing Park Slope Duplex plus Finished Basement.
13496448,Sunny apartment in Lower East Side (LES)
13497305,"Stunning, Prime, Beautiful NYC"
13497362,Modern High Rise Studio w/ Amazing Views (Sublet)
13497388,Luxury 1 Bedroom in Midtown/Time Square with View
13498392,"Spacious, Bright, Private NYC"
13502841,Huge lovely studio (size: one bedroom) in Midtown
13503251,Cozy room near la Guardia airport.
13503536,"Large, Private Room in Bushwick"
13503970,"Large, sunny, airy, spacious bdrm."
13505542,Cozy Room 1 Block from the Train
13506168,Spacious Beautiful 1 bdrm in Gramercy
13506967,Sunny 1-Bedroom in Cobble Hill with Outside Space
13507377,"Sunny Apartment in Park Slope, Brooklyn"
13507677,NYC 2500 sq ft home near yankee stadium/subway
13508285,"Sunny, Quiet & Newly Renovated Upper East Side Apt"
13508567,"spacious, clean place in quiet building"
13508766,VERY Spacious 3BR West Village Apartment
13509110,Large private ensuite room beside Brooklyn Bridge
13509320,Cosy private bedroom and bathroom in a 3 bedroom
13510154,Cozy Private Room 2 Blocks from Central Park
13510347,East 63rd street 1bd Serviced Apartment
13511155,Gorgeous Spacious Room in Clinton Hill
13511266,"""FALL IN LOVE WITH NYC & MY HOME"""
13511347,Sunny One bd apt in Brooklyn!
13511359,visit nyc and live like a local
13511798,Spacious Bedroom in The Heights
13512636,"Sunny, Spacious Lower Harlem Condo"
13513353,Bright Bedroom in Crown Heights
13513592,Cozy Private Room w/ Queen-sized Bed near Columbia
13513738,"Large, bright, 2bdr Manhattan apt"
13514115,Bushwick Artist Loft - Zen Tree House Room
13514387,Spacious Private BR in Chelsea
13514680,Quiet 6th floor private room with rooftop views
13514745,Cozy BR in large quiet EV apt
13514940,Private sunny South Park Slope 1-bedroom loft
13515087,"Cute&Cozy Apartment, 20 min to Grand Central"
13515865,"Cozy room in Greenpoint, Brooklyn"
13519630,Luminous 2 bedroom apartment in Bushwick
13520598,"Beautiful 2 BR, 2 bath duplex w/ private patio"
13522613,Verita Room w/PrivateBathroom Bklyn
13522873,Lux 1BR On Manhattan's West Side
13522948,"West 74th Street, Svcd Studio Apartment"
13523692,RARE NYC LOFT in Perfect Location
13525308,Spacious Brooklyn Apt near F/G train
13525592,Columbus Circle Penthouse
13525760,420 friendly Beautiful rm with plenty of sunlight
13526348,Private Red Apple Brownstone Suite - Harlem NYC
13526398,Modern 1 Bedroom 4FL w/Marble Bthr
13526483,Simple and Beautiful Apartment in Flatbush
13526638,West Chelsea 1 bedroom 2 bathroom outdoor space.
13526990,Historic Brooklyn Brownstone
13527740,Stylish Williamsburg 2 bed with private roofdeck
13528101,Perfect NYC neighborhood! 15 min. to Central Park!
13528649,Terrific Master Bedroom/Bath in Great UWS Location
13529037,Private Green Apple Brownstone Studio Harlem NYC
13529498,Awesome Room in the Heart of Bushwick!
13529607,"East 40th Street, Lux Serviced Studio Apt"
13529652,"Enjoy whole apartment, safe, 25 min ferry to NYC"
13529753,Comfortable Room in large 3 BED Apt
13530036,Family home with private garden
13530166,Convenient place rest head
13530588,Sunny Cozy Room Located In Prime East Flatbush
13530958,Basically Your Own Apartment: Cobble Hill Gem
13531132,Event Space | Backyard | Pool
13531199,Classic New York Railroad Apartment
13531244,East Village 1BR w/ private deck
13531852,Spacious Comfortable Room Located In East Flatbush
13532128,Colorful 1 bedroom Brooklyn Apartment
13532253,Crown Heights oasis with private patio
13532333,1 Bedroom in 3BR East Village NYC Apt
13532366,Chill Private Room in Extremely Convenient Place
13532633,Cozy Couch in Wburg
13532647,2 Bedroom Apartment in Prime Midtown West
13532669,뉴욕의 꿈꾸는 집 (for women)
13532718,Small Private Room in quiet Manhattan Apt
13532767,Sunny LES Apt W/ Luxury Bed A/C Views WIFI & More
13532789,Large 1BR Wood Floors/Exposed Brick
13532901,1 Bedroom Apartment Close To Subway
13533165,Gem in the heart of South Harlem
13533366,Large Room with Private Entrance Easy commute
13536155,"1 bedroom w/ Queen bed, 5 minutes from Manhattan."
13539571,Charming bedroom in E. Williamsburg
13540233,Cozy and Warm Apartment in Greenwich Village!!
13540817,"East 55th Street, Luxury 1bd Serviced Apt"
13540829,Comfortable Affordable 2 bed Apt ASTORIA NEW YORK
13541505,East Williamsburg Bedroom
13542287,"Large, sunny private bedroom in E. Williamsburg"
13542521,Comfortable room in gay friendly apt in HK
13542768,"East 57th Street, Lux Svcd Studio Apt"
13542938,"East 58th Street, Lux Svcd 1bd Apt"
13543160,"Modern, Elegant, Private, Two-bedroom"
13543171,ENTIRE APARTMENT FOR FAMILIES OR GROUPS
13544023,"East 57th Street, Lux Svcd Studio Apt"
13544120,MY HOME / YOUR HOME /BEAUTIFUL HUGE 1BR
13544302,Park Avenue 4 Bedroom 1 Bath
13544601,"West 87th Street, Svcd Studio Brownstone Apt"
13544874,Private room in the heart of Williamsburg!
13544987,Large Open 1 Bedroom Apartment in Murray Hill
13545453,"West 50th Street, Luxury Svcd Studio Apt"
13545656,Perfect 1 Br Apt. to explore the city
13545733,Ideal location for those new to New York!
13546425,Room in ground level brownstone with private yard
13547426,Bay Ridge Beauty
13548278,Lovely & Spacious Entire Apt- 18 mins to Manhattan
13548332,"Madison Ave 2 BR Penthouse, 3 Beds"
13548357,"Convenient & Spacious Place in Brooklyn, NYC"
13548515,Cozy Apartment Best Location
13548885,Beautiful private room with balcony
13549391,Cozy Brooklyn Guesthouse Retreat by Localhaus
13549494,"Cozy Studio, close to everything!"
13549611,Bright and cozy apt next to park
13549677,Bedroom in Bushwick
13549713,Luxury 2 Bed/2 Bath Duplex on the Upper West Side
13549750,Luxury One Bedroom Apt near Brooklyn Bridge
13550120,NYC Welcomes You! Beautiful 2 BR-5 min from JFK.
13550201,"Manhattan-very close to everywhere
muy cercadetodo"
13550629,Large 1BR in the Heart of Hell's Kitchen!!
13554710,"Modern Oasis l -Prospect Park, Close to B/Q Subway"
13556488,sunny room one block from the beach
13556607,Affordable Luxury 1
13558030,"Comfy Room 10min/ LGA, 30min/ JFK, 30min/ City"
13558387,"East 74th street, UES 1bd Serviced Apartment*"
13558555,"East 74th street, Cozy UES Studio Svcd Apartment"
13559208,Central Park Loft
13559570,Manhattan-very close to everywhere muycerca detodo
13560118,"AMAZINGLY LOCATED ONE BEDROOM,  NEAR CENTRAL PARK"
13561961,"Cozy, Artistic Room with Lots of Natural Light"
13562013,Lincoln Center 1 Bedroom Apartment
13562635,West 55th street~Large 1BR~Columbus circle
13563330,"Comfy, Lush Private Harlem Room"
13563766,Private Room near Brooklyn's best park
13563835,Heart of Williamsburg! 10 min from Manhattan
13563973,"Visiting Brooklyn, stay here!"
13564134,Beautiful Spacious 3 BR Cosy Apt.
13564490,Classic pre-war NYC apartment.
13564911,Gorgeous exposed-brick 2 BR Apt in LES!
13565060,AWESOME MODERN WILLIAMSBURG APT AVAILABLE
13565111,Spacious room in trendy & picturesque neighborhood
13567393,Private room near Lincoln Center
13569664,"Affordable, Clean / Cozy place near  Subway"
13569725,Little slice of paradise on the Lower East Side
13571116,Private Room in Large Airy Apartment
13571350,Perfect studio in Manhattan midtown
13572291,CLEAN Downtown Studio Crash Pad!
13572767,Heart of Williamsburg 2 bedroom sleeps 5
13573101,Sunny room in heart of Chinatown
13573103,"Private room in Bushwick, Brooklyn. backyard+roof!"
13573310,Private room in williamsburg/bushwick
13573625,"Huge 1bdrm w pt Doorman, WiFi/Cable, Bottled Water"
13573790,"Sunny, Spacious Apartment in Prime Williamsburg"
13573828,"Historic, Modern Brownstone Bklyn Duplex, Backyard"
13574105,Private Bed-Stuy Flat
13574810,"Live/Work Artist Loft in Ridgewood , Queens NYC"
13575747,"One bedroom in Astoria, Queens - No Hidden Fees"
13576581,Modern Central Park Apartment close to everything
13577207,Bright & Dramatic 3 bed/2bath Duplex
13577416,Comfy Loft Bed in Sunny Room with plants
13578125,Whimsical Greenpoint Get Away
13578431,Private Apt in Queens NYC/less 5min walk to train
13578642,Medium size room in great location (88th & York)
13578708,Modern Skyscraper in the Upper Westside Manhattan
13580148,"Sunny Rms w Utilities Incl, 15 mins to Manhattan"
13582811,Bright Bushwick Diamond In The Rough
13583633,Spacious 1 Bedroom Apt in heart of Williamsburg
13584582,Stylish Midtown Retreat
13584889,COMFORTABLE &  FRIENDLY
13585495,Great room in amazing Little Italy location!
13585835,Private Room in the ❤️ of Bushwick.
13585905,"LOCATION,LOCATION! 51st/7 AV,2 bedroom luxury bldg"
13586284,Brooklyn 3BR Oasis + Yard Featured in Apt Therapy
13586426,Great room in Upper West Manhattan
13586614,East Village 2 BR Duplex Apt on Quiet Block
13587161,A Quiet Studio Apartment in Bedford-Stuyvesant :)
13587436,Perfect 2 bedroom in Brooklyn
13588393,Private Room and Bathroom in Historic Bed-Stuy
13589110,✺ SOHO Adorable Studio ✺ Downtown NYC!
13589297,Brightly Lit Charming 1 Bed
13589415,Cozy studio with HUGE PRIVATE terrace and grill
13589669,East Brooklyn Garden Apartment
13590002,R&R on mount Morris
13590391,Cute 1 BD (can sleep up to 4) in the gorg UWS!
13591017,Charming Designer’s Studio in Prime Williamsburg
13591611,Eclectic Charm in the East Village
13595786,Light and spacious 2 bedroom loft in Bushwick
13596286,Bright Top-Floor Suite in Park Slope
13596544,Blues Musician Escape Lodge!
13597896,"Private bedroom in 2 bedroom, 2 bath- apartment"
13599973,Private Room in Cozy 2-Bdrm Greenwich Village Apt.
13600398,Helle und moderne Wohnung in Bushwick
13601777,Planta Baja Studio
13603093,Luxury One Bedroom Suite
13603364,Spacious room in Astoria
13603951,Cozy NYC 1bedroom - close to all
13604485,Charming Loft-like Garden Apt in Bed-Stuy
13604794,Quiet room in Central Harlem
13605171,"Bright, quiet room in 2br close to park/trains."
13605192,4 Bedroom House Perfect for Cooperate Rental
13606307,Modern stay w. 30 Min. to City Downtown on #4 line
13606337,"Spacious and clean room, near Columbia University"
13606847,1 bedroom furnished with WIFI and cable. Murr Hill
13607904,Cozy Loft Right Off the Morgan L
13613052,Cute Apt in the Heart of Chelsea
13613450,"East Village Studio, New York like in the Movies"
13613919,"Sunny, kid friendly apt in Carroll Gardens"
13614714,Spacious and Bright in Hamilton Heights
13614923,Gorgeous Zen Home at Crossroads of Nolita and Soho
13615270,"NYC & Luxury, quiet, safe well located"
13615840,UES studio walking distance to central park
13616684,Bright and cozy walkup
13616940,MODERN & SPACIOUS NEAR CENTRAL PARK / HARLEM
13617449,Morningside Heights: Comfy and Cozy 1 BR
13618148,"Room close to Prospect Park, minutes to NYC!"
13618453,"Luxurious, Spacious, Private Bath, Nice Hosts too"
13619296,Full Apt 2 Bedrooms in Brooklyn - 10min Manhattan
13619385,Location Location Location! Chic Studio Available!
13619661,Williamsburg Private Room
13620412,"Cozy, private bed & private bath"
13620503,SOHO LOFT WITH PRIVATE ROOF DECK
13621211,Luxurious 2 Bedroom with amazing finishes
13622049,An urban nest; 7 minutes from Central Park
13622056,Luxury For Less In Downtown Manhattan
13622454,"Large 1 Bed/1 Bath by Central Park, Hunter College"
13622647,An urban nest; 7-min from Central Park/The Met
13622777,Sunny bedroom in Bedstuy
13623182,"Spacious, Airy room in Williamsburg"
13623187,Heart of Williamsburg 1 bedroom Bedford L train
13623256,Stunning Large Family Home
13623275,"Sunny, Spacious, Greenpoint 1 Bed Apt"
13623361,New York City with a VIEW
13623452,Spacious 1BR apt by Prospect Park!
13623618,Lovely room close to subway in beautiful Astoria!
13623671,Sunny Room in Hip Bushwick
13623700,Spacious and Quiet Gramercy 1 Bedroom
13623747,Spacious studio in NEW apt building in Astoria
13623880,Conveniently located 2 BR Time Square Apartment
13623891,Stunning Studio in Midtown BEST LOCATION
13623987,Huge Charming One Bedroom Apartment
13624795,Large 4 BR West Village townhouse/roof garden
13624873,East Village Cottage
13625381,The perfect spot in Bushwhick
13625610,Cute & Eclectic Studio in Lower East Side
13627991,Private Room in a Huge Apartment (East Village)
13630755,Apartment Available in Bay Ridge Brooklyn
13631232,Spacious One-Bedroom in an ideal location
13632649,Charming Vinegar Hill 1-bedroom apt w/ backyard
13632675,Amazing apartment in Brooklyn's best neighborhood
13632841,"Heart of Astor place, 1 bedroom Apt, doorman bldg"
13633299,"Brooklyn Room, Calm Spacious Oasis, Prospect Park"
13633400,2 Bedroom Modern Condo
13633468,Chill in Alphabet City
13634292,"Positive and Spacious Bedroom in Sunnyside, Queens"
13634496,It must be your BDAY because this deal is great
13634685,"LUXURY apt, INCREDIBLE location, PERFECT stay!"
13635848,Central Williamsburg Apt.
13636044,"Sunny, Spacious Corner Room"
13637050,I HEART HARLEM
13638026,Large 1 bed apt in heart of Williamsburg
13638122,Private Room in Bright 2 Bd Greenwich Village Apt
13639075,"Bright, spacious and quiet two-bedroom Chelsea apt"
13639276,Sunny & Colorful Private BR in Crown Heights
13640120,Perfect Prospect Park Pad
13640690,Studio Apartment Near Central Park/Hell's Kitchen
13640966,"One Bedroom Apartment in Brownstone in Harlem, NYC"
13641625,Private rooms in beautiful apartment on UWS
13642019,"Historic, Lovely, Modern, Peaceful Apt in Brooklyn"
13642073,Bright spacious Brooklyn Apartment near Pratt
13642568,Luxe & Spacious Williamsburg Studio
13642631,Doorman Chelsea One Bedroom- Convenient and Fun!
13643063,Beautiful Brownstone Triplex
13649713,"Lovely, Sunny Studio near Central Park in UWS"
13649833,Sunny Manhattan Apt  (week / month discounts)
13650177,"private yard & apt-near metro,direct to Manhattan"
13650422,Convenient Financial District Studio
13651173,Spacious and cozy Lower East Side bedroom
13651250,Classic Gramercy Studio
13651334,Beautiful and huge room.
13652851,"Cozy, Quiet Neat Room for You!"
13653116,Cute private room perfect as a travel base
13653343,Cozy Harlem Haven
13653647,"Newly Renovated, Cozy Brooklyn Room w/terrace"
13653677,Spacious sunny room in Queens
13654166,"Cozy private Studio, easy 60 min. commute to NYC!"
13654347,Upper West Side Classic WHOLE 2 Bedroom apt
13654429,Big West Harlem/Hamilton Heights Apt!
13654534,"Brooklyn Loft, Rooftop views, Street Parking...."
13654760,Spacious LES Studio with Private Outdoor Space
13655779,Studio 1BR in the heart of East Village
13656529,Bushwick Music Mansion
13656752,"Spacious 1 Bedroom in Vibrant Harlem, Manhattan"
13656902,Cozy 1 Bedroom Apartment with Back Patio
13657030,Convenient room in Manhattan close to Central Park
13657292,"Bright, Airy, Rockaway Beach House w/ Backyard"
13657515,Private Room in Beautiful Crown Heights
13657938,Calm & Clean 1 Bedroom in East Village/ Gramercy
13658407,Spacious Sunlit 1 Bedroom Williamsburg Apt
13658605,Master bedroom in penthouse apt of luxury building
13658967,Private Room on the East River!
13659004,"Sunlit, cozy bedroom in Bushwick:: needs owner!"
13659055,Private sunny bedroom very close to Manhattan!
13659198,Huge Relaxing Room in Brooklyn Duplex Loft
13659914,Large & sunny 2-bedroom in Windsor Terrace
13659949,2bdr BIG Oasis. Price cut for cat caretakers.
13659997,"Beautiful, sunny studio steps from Gramercy Park!"
13660249,WHOLE 1st floor-Family Friendly-2 BdRm w/Backyard
13661280,Room in Carroll Gardens
13662078,Bright Spacious in S Williamsburg
13662692,Lovely 1bed apt (UWS) next to 72nd St. Subway & CP
13666116,Private Room in Morningside Heights
13666641,Park Slope living - bright 2BR
13667440,Private room in the best location of NYC
13667633,"Gorgeous, cozy, serene flat in Brooklyn"
13667739,"Charming 2 Bedroom Apartment, Incredible Location"
13667835,Beautiful cozy  apartment Upper East Side
13668127,Private Room in Sunny Greenwich Village Apt.
13668468,"Private room - Manhattan 25min, Prospect Park 5min"
13668573,Private Modern Room in Williamsburg
13668833,Charming 1BR Perfect for Couples or Solo Traveller
13668941,Hamilton Heights Apartment
13669049,Large Studio w/ Garden on the Park!
13669064,perfect Location! studio!best value!Sleeps3
13669161,Comfortable-Private one room in LES
13669391,Spacious 1 bedroom in Woodlawn NYC
13669423,XL Studio Prime location~newly designed~best value
13669613,Spacious East Village 2 bedroom with living room.
13669942,Private Room and bathroom in the best of Brooklyn
13670094,Spacious 1 Bedroom Near Central Park.
13670109,Cute Studio in the heart of East Village !
13670376,Bright and spacious 1 BR
13671558,Spacious private room in Harlem
13671936,Playful Room in Techie Loft
13672890,"1 Bedroom in 2 Bedroom Flex - Doormen, Free Gym"
13673242,Luxurious  1 or two bed rm  private  apartment
13673459,"Cozy, Chic and Convenient One Bedroom Apt"
13673873,Beautiful bedroom in ideal Brooklyn location!
13673951,Large private room & bath in sunny 2Bed 2Bath apt.
13674053,Beautiful & Sunny Room in Vibrant Bushwick!
13674169,Updated 1 BR with Great Layout and Design
13674338,Sunny 2 Bedroom Best Location
13674349,The Lefferts Manor $149per night
13674799,Private suite in Carroll Gardens
13675000,Williamsburg Chill Haus
13675413,Inspired by you - Astoria Enclave w/ Large Rooms
13675798,Beautiful & Spacious Studio Near Central Park
13676601,Here's a great offer on a spacious furnished room!
13679698,Private Bedroom close to Subway and Central Park
13681859,B's SoHo Apartment
13682508,"Sun Filled, Luxury 1BR with Pool, Gym, Roof Deck!"
13685550,Spacious BedSty bedroom with lovely summer garden
13685787,Cozy room with Private porch
13685807,"Steps to Times Square, Radio City, West 50's"
13685871,Modern & Spacious Luxury 1-Bedroom in Williamsburg
13685932,Hudsonview Terrace in Hell's Kitchen
13686022,Quiet bedroom in a shared apt at the center of BK.
13686122,Spacious 1 Bedroom steps away from Union Square
13686425,"Cozy Room, Gorgeous Penthouse Apartment, Manhattan"
13686914,Murray Hill/Midtown East Flex Bedroom
13686978,Sun-filled loft
13687060,Luxury drmn Bldg + Empire State Views & Roof Top!
13687101,Private room in a hip neighborhood
13687180,Clean Comfy Room in Clinton Hill
13688249,Modern loft in great neighborhood
13688316,Cozy 1BR on the UES near 6 Train
13688372,Quiet room 25 min from Manhattan
13688670,Lovely 2-bed apt 20' to Manhattan. Walk to train
13688739,Comfy Cave Inn
13688888,"Great Studio Apartment, 15-20mins from Downtown"
13689663,Great Room in Charming Nolita Apartment
13689706,If Tinkerbell Lived in Bedstuy Brooklyn <3
13693976,Spacious Apartment in Crown Heights
13694021,"BasementSolo Private bedRoom No 
Window in NYC, 2E"
13694127,Williamsburg 5 minutes from Manhattan
13694129,"Manhattan-very close to everywhere
muy cercadetodo"
13694279,Sunny Private 2 Bedroom Apt. in a Victorian House
13694429,Convenient Manhattan room above express trains
13694692,Queens size bed in a safe & spacious bedroom
13695031,Beautiful Chelsea Apartment with many amenties
13696003,"Beautiful, well-lit pre-war apt"
13696267,Pretty private room in Brooklyn by Prospect park
13697001,A shared spacious bedroom with attached bathroom
13697770,Kid Friendly 2BDR in Greenwich Village w/ Balcony
13698019,"Roof Deck, Grill & Private Room! Live like a local"
13698284,True 1 Bedroom Apt in Manhattan's Lower East Side
13698623,Melrose Place...
13698789,Room Overlooking Hudson River in a Big Apartment
13699008,Warm sun bathed loft apartment in Greenpoint.
13699396,Room in Williamsburg close to L/G/M/J/Z trains
13699944,Sunny beautiful bedroom in 1 bedroom apartment.
13700144,Great Room in NY close Upper East Side
13700298,Private room w/ ac- in Manhattan
13700820,Private Room with Queen-size Bed
13700836,Your home in Flatiron NYC
13702697,2 Bdr gem by Time sq
13705844,Master Bedroom in Quaint French Neighborhood
13707310,Beautiful spacious room available in Brooklyn
13707813,"Harlem Apt, along 1 train"
13708336,Stylish 1BD in the heart of East Village
13708345,"furnished basement level apartment , 1000 sq ft"
13708820,"Safe upper-class area,20 min to Manhattan/Airports"
13709910,CUTE & QUIET ROOM IN A BROWNSTONE IN CLINTON HILL
13710241,A Cozy Bedroom in 2 Bedroom Apt
13711038,Beautiful room in Williamsburg (Roebling and N7)
13711439,Air-Conditioned 2BR w Stunning View
13712165,A Clean Well-lighted Place (luxury 1BR w/balcony)
13712179,Brooklyn Heights retreat
13712266,Large Private Sun Drenched Bedroom in Ridgewood
13712336,NEAT AND TIDY EDEN
13713304,Private room in 2BR in Morningside Heights
13714218,Sunny apartment in Brooklyn brownstone
13714244,Cozy Little Italy Apartment
13714531,Huge 2 bed/2 bath in the heart of Clinton Hill!
13714537,Very cozy room in heart of Astoria
13715386,"Large, basic room in great location"
13715661,"2 BR, 2 BA Penthouse w 2 private decks"
13715798,1 Clean room in 2BR Apt Manhattan
13715977,Cozy room in Central Harlem. Lively neighborhood.
13716080,"Cute, Vintage UWS Private Room/Bath"
13720750,Spacious Studio Apartment
13721612,Large 1 Br in Upper East blocks from Central Park
13722149,1 bed room apt in NYC near Empire State Building
13723312,Loft-like 1 br Apt in Brownstone in Central Harlem
13723345,"Right in the center of Chelsea, quiet and private."
13724284,"LARGE APT-lovely, comfortable in vibrant Brooklyn!"
