neighbourhood_group,neighbourhood,latitude,longitude,neighbourhood_id
Staten Island,St. George,40.64444,-74.08302,4440
Brooklyn,Bedford-Stuyvesant,40.68596,-73.95837,4441
Brooklyn,Greenpoint,40.7276,-73.94029,4442
Bronx,Concourse Village,40.83288,-73.91834,4443
Brooklyn,Kensington,40.64638,-73.97723,4444
Brooklyn,Sunset Park,40.65513,-74.00621,4445
Manhattan,Midtown,40.76132,-73.96612,4446
Queens,Ditmars Steinway,40.77748,-73.90971,4447
Brooklyn,Prospect-Lefferts Gardens,40.6602,-73.95043,4448
Manhattan,East Village,40.72889,-73.98853,4449
Manhattan,Murray Hill,40.74475,-73.97201,4450
Manhattan,Lower East Side,40.72232,-73.98987,4451
Manhattan,East Village,40.72687,-73.97995,4452
Brooklyn,Brooklyn Heights,40.69405,-73.99634,4453
Manhattan,Murray Hill,40.74462,-73.97488,4454
Manhattan,Hell's Kitchen,40.76866,-73.98616,4455
Brooklyn,Park Slope,40.6728,-73.97166,4456
Manhattan,Upper West Side,40.78576,-73.97594,4457
Manhattan,Upper East Side,40.77401,-73.9457,4458
Manhattan,West Village,40.72916,-74.00433,4459
Manhattan,Washington Heights,40.83568,-73.94457,4460
Manhattan,Nolita,40.72118,-73.99682,4461
Manhattan,Chelsea,40.74897,-73.9968,4462
Manhattan,East Harlem,40.79245,-73.94563,4463
Brooklyn,Williamsburg,40.7172,-73.9616,4464
Manhattan,West Village,40.73229,-74.004,4465
Queens,Long Island City,40.74902,-73.94066,4466
Brooklyn,Greenpoint,40.72691,-73.94041,4467
Brooklyn,Williamsburg,40.71477,-73.94105,4468
Manhattan,East Village,40.73057,-73.99034,4469
Brooklyn,Prospect-Lefferts Gardens,40.65962,-73.96063,4470
Manhattan,Chelsea,40.74221,-73.9974,4471
Manhattan,Upper East Side,40.78145,-73.95588,4472
Manhattan,Upper East Side,40.77209,-73.9563,4473
Manhattan,Upper East Side,40.77224,-73.95629,4474
Manhattan,Harlem,40.80392,-73.94685,4475
Brooklyn,Bushwick,40.69158,-73.92115,4476
Brooklyn,Williamsburg,40.70442,-73.95413,4477
Brooklyn,Navy Yard,40.70481,-73.97755,4478
Manhattan,Lower East Side,40.71987,-73.98641,4479
Manhattan,Nolita,40.72293,-73.99413,4480
Brooklyn,Williamsburg,40.70789,-73.94632,4481
Brooklyn,Crown Heights,40.67489,-73.91405,4482
Manhattan,East Village,40.72592,-73.97991,4483
Manhattan,Upper West Side,40.78087,-73.97812,4484
Manhattan,Morningside Heights,40.80739,-73.95918,4485
Brooklyn,Borough Park,40.61098,-73.9742,4486
Manhattan,Hell's Kitchen,40.75771,-73.99407,4487
Brooklyn,Williamsburg,40.7152,-73.95445,4488
Manhattan,Kips Bay,40.74175,-73.97741,4489
Brooklyn,Greenpoint,40.7245,-73.95022,4490
Brooklyn,Crown Heights,40.67104,-73.94562,4491
Brooklyn,Clinton Hill,40.68541,-73.96728,4492
Brooklyn,Bedford-Stuyvesant,40.69205,-73.93144,4493
Brooklyn,Fort Greene,40.69071,-73.97057,4494
Brooklyn,Williamsburg,40.7177,-73.94612,4495
Brooklyn,South Slope,40.66508,-73.98974,4496
Queens,Forest Hills,40.72713,-73.84946,4497
Manhattan,Harlem,40.80399,-73.94665,4498
Manhattan,Upper East Side,40.7759,-73.94227,4499
Brooklyn,Flatbush,40.65235,-73.9635,4500
Brooklyn,Greenpoint,40.72126,-73.93961,4501
Manhattan,Harlem,40.82243,-73.94786,4502
Manhattan,Chelsea,40.74765,-74.0042,4503
Manhattan,Upper East Side,40.77766,-73.9561,4504
Brooklyn,Crown Heights,40.67228,-73.96239,4505
Queens,Rego Park,40.7246,-73.85744,4506
Manhattan,Lower East Side,40.71848,-73.98159,4507
Queens,Flushing,40.76428,-73.83225,4508
Manhattan,Upper West Side,40.77573,-73.98264,4509
Manhattan,East Village,40.72488,-73.97996,4510
Manhattan,Harlem,40.81736,-73.93921,4511
Brooklyn,Greenpoint,40.72418,-73.94528,4512
Queens,Ridgewood,40.70124,-73.90941,4513
Manhattan,Lower East Side,40.72165,-73.98573,4514
Manhattan,Harlem,40.80699,-73.94227,4515
Brooklyn,Williamsburg,40.71662,-73.95993,4516
Manhattan,Hell's Kitchen,40.76745,-73.98489,4517
Manhattan,Harlem,40.81595,-73.9447,4518
Manhattan,Upper East Side,40.78276,-73.95299,4519
Brooklyn,South Slope,40.6679,-73.9872,4520
Brooklyn,Prospect Heights,40.67527,-73.96604,4521
Manhattan,Upper East Side,40.76282,-73.9637,4522
Brooklyn,Bedford-Stuyvesant,40.68176,-73.92883,4523
Brooklyn,Crown Heights,40.67231,-73.94426,4524
Brooklyn,Park Slope,40.67668,-73.97718,4525
Brooklyn,Flatbush,40.63463,-73.95899,4526
Manhattan,Upper East Side,40.76299,-73.96166,4527
Manhattan,Gramercy,40.73666,-73.9796,4528
Brooklyn,Williamsburg,40.70921,-73.95178,4529
Brooklyn,Bushwick,40.69545,-73.91967,4530
Manhattan,Harlem,40.82584,-73.94673,4531
Brooklyn,Boerum Hill,40.68474,-73.97959,4532
Manhattan,Lower East Side,40.71973,-73.98993,4533
Brooklyn,Bedford-Stuyvesant,40.68452,-73.95535,4534
Brooklyn,Flatbush,40.64056,-73.96571,4535
Brooklyn,Williamsburg,40.70724,-73.94217,4536
Brooklyn,Bedford-Stuyvesant,40.68208,-73.92994,4537
Brooklyn,Bedford-Stuyvesant,40.68695,-73.95427,4538
Manhattan,West Village,40.72976,-74.00445,4539
Staten Island,St. George,40.64553,-74.08323,4540
Brooklyn,Prospect Heights,40.67391,-73.96739,4541
Brooklyn,Bushwick,40.69465,-73.92675,4542
Brooklyn,Bedford-Stuyvesant,40.68898,-73.9412,4543
Manhattan,Battery Park City,40.71029,-74.01725,4544
Brooklyn,Bedford-Stuyvesant,40.69394,-73.95017,4545
Brooklyn,Williamsburg,40.71572,-73.94058,4546
Brooklyn,Williamsburg,40.71808,-73.95511,4547
Queens,Astoria,40.77221,-73.92493,4548
Brooklyn,Park Slope,40.678,-73.98049,4549
Brooklyn,Windsor Terrace,40.65516,-73.97633,4550
Brooklyn,Prospect Heights,40.67765,-73.96378,4551
Manhattan,East Village,40.72854,-73.98434,4552
Brooklyn,Williamsburg,40.71765,-73.9624,4553
Manhattan,West Village,40.73509,-74.00323,4554
Brooklyn,Fort Greene,40.68731,-73.9745,4555
Brooklyn,South Slope,40.66257,-73.98777,4556
Brooklyn,Williamsburg,40.71262,-73.95676,4557
Brooklyn,Williamsburg,40.70675,-73.94984,4558
Brooklyn,Crown Heights,40.66638,-73.95229,4559
Manhattan,Chelsea,40.74449,-73.99445,4560
Brooklyn,Crown Heights,40.67476,-73.95312,4561
Manhattan,Midtown,40.76552,-73.97738,4562
Brooklyn,South Slope,40.66488,-73.98725,4563
Queens,Astoria,40.76068,-73.91359,4564
Manhattan,Upper East Side,40.77737,-73.95032,4565
Brooklyn,Bedford-Stuyvesant,40.68291,-73.94613,4566
Manhattan,Inwood,40.85893,-73.92985,4567
Manhattan,Harlem,40.82165,-73.95491,4568
Bronx,Williamsbridge,40.88075,-73.84845,4569
Brooklyn,Park Slope,40.67507,-73.97706,4570
Brooklyn,Fort Greene,40.69117,-73.97421,4571
Brooklyn,Flatbush,40.64996,-73.9615,4572
Bronx,Fieldston,40.89603,-73.89958,4573
Brooklyn,Williamsburg,40.70667,-73.94921,4574
Brooklyn,Park Slope,40.67561,-73.97823,4575
Manhattan,Harlem,40.80185,-73.95667,4576
Manhattan,Upper West Side,40.79739,-73.96945,4577
Queens,Forest Hills,40.73381,-73.85366,4578
Manhattan,Hell's Kitchen,40.76309,-73.99155,4579
Brooklyn,Crown Heights,40.67499,-73.92427,4580
Brooklyn,Flatbush,40.64677,-73.96946,4581
Manhattan,Harlem,40.82931,-73.94358,4582
Brooklyn,Crown Heights,40.67138,-73.94949,4583
Brooklyn,Boerum Hill,40.68823,-73.98604,4584
Brooklyn,Bushwick,40.69368,-73.92295,4585
Manhattan,Upper East Side,40.77059,-73.94991,4586
Brooklyn,Boerum Hill,40.68558,-73.9903,4587
Brooklyn,Carroll Gardens,40.67863,-73.99399,4588
Brooklyn,Williamsburg,40.71042,-73.94702,4589
Manhattan,Upper West Side,40.77802,-73.98256,4590
Manhattan,Lower East Side,40.71254,-73.98535,4591
Brooklyn,Fort Greene,40.69802,-73.97614,4592
Manhattan,East Village,40.7215,-73.97747,4593
Manhattan,Little Italy,40.71883,-73.99716,4594
Manhattan,Midtown,40.76429,-73.98043,4595
Manhattan,Murray Hill,40.74814,-73.97277,4596
Brooklyn,Crown Heights,40.66985,-73.95675,4597
Manhattan,Lower East Side,40.71981,-73.98701,4598
Manhattan,East Harlem,40.79794,-73.93876,4599
Brooklyn,Williamsburg,40.71622,-73.93942,4600
Manhattan,Washington Heights,40.84919,-73.94021,4601
Brooklyn,Park Slope,40.68193,-73.97636,4602
Manhattan,Upper East Side,40.76158,-73.96031,4603
Manhattan,Washington Heights,40.8365,-73.93688,4604
Manhattan,Nolita,40.72243,-73.99655,4605
Brooklyn,Flatbush,40.63649,-73.96508,4606
Manhattan,Greenwich Village,40.72928,-74.00135,4607
Brooklyn,South Slope,40.66565,-73.98782,4608
Brooklyn,Windsor Terrace,40.65779,-73.97595,4609
Brooklyn,Clinton Hill,40.68331,-73.96568,4610
Brooklyn,Prospect-Lefferts Gardens,40.65684,-73.95719,4611
Manhattan,Lower East Side,40.71813,-73.99063,4612
Manhattan,SoHo,40.72652,-74.00266,4613
Brooklyn,Bushwick,40.69436,-73.9253,4614
Brooklyn,Gowanus,40.68338,-73.98927,4615
Brooklyn,Clinton Hill,40.68717,-73.9669,4616
Brooklyn,Greenpoint,40.7215,-73.94136,4617
Brooklyn,Fort Greene,40.68727,-73.972,4618
Manhattan,Harlem,40.80118,-73.95451,4619
Manhattan,Harlem,40.82075,-73.9379,4620
Brooklyn,Sunset Park,40.64811,-74.01366,4621
Brooklyn,Carroll Gardens,40.68252,-73.99224,4622
Manhattan,East Village,40.7278,-73.97997,4623
Brooklyn,Williamsburg,40.72123,-73.95891,4624
Brooklyn,Flatbush,40.64964,-73.96017,4625
Brooklyn,Williamsburg,40.70552,-73.93842,4626
Brooklyn,Bedford-Stuyvesant,40.67994,-73.94318,4627
Brooklyn,Boerum Hill,40.68554,-73.98471,4628
Manhattan,Kips Bay,40.74059,-73.97953,4629
Manhattan,Washington Heights,40.83686,-73.94393,4630
Manhattan,East Harlem,40.80801,-73.93854,4631
Manhattan,Upper East Side,40.7659,-73.96611,4632
Brooklyn,Greenpoint,40.7238,-73.94859,4633
Manhattan,Harlem,40.81198,-73.9437,4634
Brooklyn,Park Slope,40.67794,-73.97398,4635
Manhattan,Harlem,40.82524,-73.94186,4636
Brooklyn,Williamsburg,40.71207,-73.95077,4637
Brooklyn,Fort Greene,40.68833,-73.97606,4638
Brooklyn,Brooklyn Heights,40.6906,-73.99339,4639
Manhattan,Chelsea,40.74156,-73.99476,4640
Brooklyn,Sunset Park,40.66592,-73.99434,4641
Manhattan,East Harlem,40.79848,-73.93908,4642
Manhattan,Midtown,40.76016,-73.96597,4643
Brooklyn,Crown Heights,40.66758,-73.95033,4644
Manhattan,Upper West Side,40.80131,-73.9675,4645
Manhattan,Chinatown,40.71338,-73.99226,4646
Brooklyn,Williamsburg,40.71601,-73.9587,4647
Manhattan,Upper East Side,40.76866,-73.95553,4648
Brooklyn,Crown Heights,40.67658,-73.93122,4649
Manhattan,Kips Bay,40.74436,-73.97977,4650
Brooklyn,Flatbush,40.65148,-73.95847,4651
Manhattan,Upper East Side,40.76572,-73.95541,4652
Manhattan,Midtown,40.75182,-73.97052,4653
Brooklyn,Carroll Gardens,40.6812,-74.00116,4654
Manhattan,Upper West Side,40.7898,-73.9708,4655
Brooklyn,Prospect Heights,40.67303,-73.96424,4656
Manhattan,Chelsea,40.74956,-73.99671,4657
Queens,Elmhurst,40.74644,-73.88656,4658
Brooklyn,Park Slope,40.67766,-73.98191,4659
Manhattan,West Village,40.73547,-74.0051,4660
Brooklyn,Park Slope,40.67751,-73.98143,4661
Brooklyn,Bedford-Stuyvesant,40.68174,-73.93444,4662
Manhattan,East Village,40.72823,-73.9817,4663
Brooklyn,Crown Heights,40.6774,-73.94566,4664
Manhattan,Chinatown,40.71613,-73.99266,4665
Brooklyn,Cobble Hill,40.68785,-73.99181,4666
Brooklyn,Park Slope,40.67592,-73.98107,4667
Manhattan,West Village,40.73504,-74.00658,4668
Brooklyn,Williamsburg,40.71314,-73.96719,4669
Manhattan,Harlem,40.80407,-73.94603,4670
Brooklyn,Prospect Heights,40.68033,-73.96528,4671
Manhattan,West Village,40.73691,-74.00013,4672
Manhattan,Upper West Side,40.78206,-73.97797,4673
Brooklyn,Williamsburg,40.70943,-73.94948,4674
Manhattan,East Harlem,40.8008,-73.94347,4675
Brooklyn,Gravesend,40.59601,-73.96862,4676
Manhattan,Chelsea,40.7518,-73.9969,4677
Manhattan,Harlem,40.80002,-73.95559,4678
Manhattan,Upper East Side,40.77449,-73.96228,4679
Brooklyn,Boerum Hill,40.6846,-73.98454,4680
Brooklyn,Williamsburg,40.71165,-73.94708,4681
Brooklyn,Bedford-Stuyvesant,40.68562,-73.92375,4682
Manhattan,Upper East Side,40.77787,-73.95104,4683
Queens,Astoria,40.7631,-73.92262,4684
Brooklyn,East New York,40.67517,-73.89814,4685
Manhattan,Lower East Side,40.71769,-73.98953,4686
Brooklyn,Williamsburg,40.71189,-73.96282,4687
Brooklyn,Greenpoint,40.72096,-73.94424,4688
Manhattan,Nolita,40.72235,-73.99543,4689
Queens,Long Island City,40.7593,-73.92884,4690
Brooklyn,Fort Greene,40.69236,-73.97254,4691
Brooklyn,Bedford-Stuyvesant,40.68073,-73.90915,4692
Brooklyn,Sunset Park,40.66294,-73.99675,4693
Brooklyn,Crown Heights,40.67045,-73.95716,4694
Manhattan,Upper West Side,40.80118,-73.97063,4695
Manhattan,Gramercy,40.73548,-73.98896,4696
Manhattan,West Village,40.7381,-74.00489,4697
Manhattan,East Village,40.72749,-73.99071,4698
Queens,Woodhaven,40.69165,-73.84841,4699
Brooklyn,Cypress Hills,40.67731,-73.90733,4700
Brooklyn,Bedford-Stuyvesant,40.68207,-73.94994,4701
Manhattan,Harlem,40.82888,-73.94997,4702
Manhattan,East Harlem,40.79269,-73.94218,4703
Manhattan,West Village,40.73993,-74.00619,4704
Brooklyn,Bedford-Stuyvesant,40.67822,-73.9389,4705
Brooklyn,Crown Heights,40.66939,-73.94839,4706
Brooklyn,Williamsburg,40.70648,-73.95444,4707
Queens,Ridgewood,40.70476,-73.90874,4708
Brooklyn,Bedford-Stuyvesant,40.68975,-73.9346,4709
Bronx,Mott Haven,40.81444,-73.92516,4710
Brooklyn,Bedford-Stuyvesant,40.68172,-73.94095,4711
Manhattan,Upper East Side,40.76884,-73.95826,4712
Brooklyn,Bedford-Stuyvesant,40.6979,-73.94126,4713
Manhattan,Upper West Side,40.80048,-73.96621,4714
Brooklyn,Greenpoint,40.73535,-73.9565,4715
Brooklyn,Bushwick,40.70247,-73.92061,4716
Brooklyn,Flatbush,40.65376,-73.95336,4717
Brooklyn,East Flatbush,40.64082,-73.94818,4718
Brooklyn,Flatbush,40.6532,-73.96216,4719
Manhattan,Chinatown,40.71556,-73.99234,4720
Queens,Middle Village,40.71347,-73.88199,4721
Queens,Sunnyside,40.73873,-73.92435,4722
Manhattan,Upper West Side,40.7995,-73.96965,4723
Queens,Woodside,40.74549,-73.90872,4724
Manhattan,Upper West Side,40.79921,-73.96704,4725
Manhattan,Upper West Side,40.79893,-73.96249,4726
Brooklyn,Bedford-Stuyvesant,40.6851,-73.95655,4727
Manhattan,East Harlem,40.78728,-73.94976,4728
Brooklyn,Prospect-Lefferts Gardens,40.65752,-73.95728,4729
Manhattan,Kips Bay,40.73953,-73.98009,4730
Brooklyn,Boerum Hill,40.68732,-73.98254,4731
Manhattan,Chelsea,40.74259,-74.00128,4732
Manhattan,Chelsea,40.75045,-73.99662,4733
Manhattan,West Village,40.73316,-74.00632,4734
Brooklyn,Greenpoint,40.72285,-73.95192,4735
Manhattan,Chelsea,40.74934,-74.00274,4736
Manhattan,Kips Bay,40.74369,-73.98153,4737
Brooklyn,South Slope,40.6674,-73.98273,4738
Manhattan,Midtown,40.75958,-73.96231,4739
Manhattan,Chelsea,40.74646,-73.99678,4740
Brooklyn,Bushwick,40.69893,-73.91549,4741
Brooklyn,Williamsburg,40.70972,-73.95576,4742
Brooklyn,Crown Heights,40.66959,-73.95664,4743
Manhattan,Washington Heights,40.83473,-73.93706,4744
Brooklyn,Boerum Hill,40.68687,-73.98472,4745
Brooklyn,Sheepshead Bay,40.58527,-73.93534,4746
Brooklyn,Brooklyn Heights,40.69846,-73.99312,4747
Brooklyn,South Slope,40.66691,-73.98507,4748
Brooklyn,Windsor Terrace,40.65181,-73.97648,4749
Manhattan,Upper East Side,40.76649,-73.96453,4750
Manhattan,Chelsea,40.74722,-74.00466,4751
Manhattan,Harlem,40.81742,-73.95358,4752
Brooklyn,Greenpoint,40.72428,-73.94348,4753
Manhattan,Lower East Side,40.71866,-73.98592,4754
Brooklyn,East Flatbush,40.65284,-73.94413,4755
Manhattan,Upper East Side,40.77486,-73.94857,4756
Brooklyn,Williamsburg,40.71626,-73.95795,4757
Brooklyn,Flatbush,40.65287,-73.96353,4758
Brooklyn,Fort Greene,40.68981,-73.97768,4759
Brooklyn,Park Slope,40.67978,-73.97458,4760
Queens,Astoria,40.7743,-73.92579,4761
Manhattan,Hell's Kitchen,40.75524,-73.99839,4762
Brooklyn,Williamsburg,40.70586,-73.94135,4763
Brooklyn,Crown Heights,40.67591,-73.93985,4764
Brooklyn,Bedford-Stuyvesant,40.68753,-73.93656,4765
Manhattan,Upper West Side,40.78818,-73.97133,4766
Brooklyn,Flatbush,40.64615,-73.9641,4767
Manhattan,Lower East Side,40.71307,-73.99025,4768
Brooklyn,Williamsburg,40.71122,-73.94985,4769
Manhattan,Midtown,40.76423,-73.98187,4770
Brooklyn,Williamsburg,40.70926,-73.94673,4771
Brooklyn,Crown Heights,40.66911,-73.94824,4772
Manhattan,Washington Heights,40.85304,-73.93555,4773
Brooklyn,Williamsburg,40.70935,-73.94614,4774
Manhattan,Hell's Kitchen,40.76125,-73.99642,4775
Queens,Ridgewood,40.70026,-73.90721,4776
Manhattan,Kips Bay,40.73873,-73.981,4777
Manhattan,Financial District,40.70885,-74.002,4778
Brooklyn,Williamsburg,40.71649,-73.96166,4779
Brooklyn,Windsor Terrace,40.64846,-73.97338,4780
Brooklyn,Crown Heights,40.66955,-73.95027,4781
Manhattan,Upper East Side,40.78193,-73.94884,4782
Brooklyn,Brooklyn Heights,40.691,-73.99467,4783
Manhattan,Harlem,40.82491,-73.94774,4784
Manhattan,West Village,40.73817,-74.00274,4785
Brooklyn,Crown Heights,40.67321,-73.93093,4786
Manhattan,Washington Heights,40.83367,-73.94298,4787
Brooklyn,Greenpoint,40.71959,-73.95153,4788
Manhattan,East Harlem,40.80174,-73.93925,4789
Manhattan,Harlem,40.83058,-73.9495,4790
Manhattan,Washington Heights,40.83132,-73.94101,4791
Manhattan,Washington Heights,40.83328,-73.94511,4792
Manhattan,Hell's Kitchen,40.76496,-73.99073,4793
Manhattan,Upper West Side,40.7939,-73.97485,4794
Brooklyn,Williamsburg,40.71852,-73.94165,4795
Bronx,Allerton,40.86677,-73.85938,4796
Brooklyn,Boerum Hill,40.68572,-73.98602,4797
Brooklyn,Crown Heights,40.67132,-73.9325,4798
Brooklyn,Bushwick,40.69195,-73.92068,4799
Manhattan,East Harlem,40.79191,-73.94433,4800
Manhattan,Battery Park City,40.71062,-74.01537,4801
Manhattan,Financial District,40.70765,-74.00761,4802
Manhattan,Harlem,40.82967,-73.94428,4803
Brooklyn,Bushwick,40.69502,-73.90645,4804
Brooklyn,Brownsville,40.66682,-73.92303,4805
Manhattan,Washington Heights,40.85083,-73.9287,4806
Manhattan,Chelsea,40.7476,-73.99195,4807
Brooklyn,Williamsburg,40.71082,-73.95186,4808
Manhattan,East Village,40.73165,-73.98715,4809
Brooklyn,Vinegar Hill,40.7044,-73.98153,4810
Brooklyn,Bushwick,40.69349,-73.92211,4811
Manhattan,Lower East Side,40.72012,-73.99092,4812
Queens,Astoria,40.77056,-73.92159,4813
Brooklyn,Prospect Heights,40.68148,-73.96674,4814
Brooklyn,Williamsburg,40.71122,-73.94893,4815
Brooklyn,Williamsburg,40.7117,-73.96321,4816
Queens,Sunnyside,40.7468,-73.92218,4817
Brooklyn,Williamsburg,40.70791,-73.93396,4818
Manhattan,Hell's Kitchen,40.76477,-73.98542,4819
Manhattan,SoHo,40.72511,-74.00016,4820
Queens,Long Island City,40.76844,-73.93819,4821
Manhattan,Upper East Side,40.77565,-73.95086,4822
Brooklyn,Park Slope,40.66891,-73.97987,4823
Brooklyn,Park Slope,40.67505,-73.97795,4824
Manhattan,East Village,40.73005,-73.98525,4825
Manhattan,Upper East Side,40.76349,-73.95969,4826
Bronx,Allerton,40.86689,-73.85776,4827
Brooklyn,Prospect Heights,40.67998,-73.96743,4828
Bronx,Mott Haven,40.81055,-73.92482,4829
Brooklyn,Crown Heights,40.67183,-73.95491,4830
Brooklyn,Bedford-Stuyvesant,40.68571,-73.95792,4831
Manhattan,Civic Center,40.71663,-74.00231,4832
Manhattan,Midtown,40.75812,-73.96171,4833
Manhattan,Upper West Side,40.79037,-73.97195,4834
Brooklyn,Sunset Park,40.66201,-73.99719,4835
Manhattan,Upper East Side,40.77343,-73.95979,4836
Manhattan,Harlem,40.82186,-73.95672,4837
Manhattan,Greenwich Village,40.73232,-74.0002,4838
Manhattan,Washington Heights,40.85529,-73.9398,4839
Brooklyn,Williamsburg,40.71409,-73.93979,4840
Manhattan,Upper East Side,40.78284,-73.94825,4841
Brooklyn,Williamsburg,40.71266,-73.94829,4842
Brooklyn,Gowanus,40.68094,-73.98205,4843
Brooklyn,Park Slope,40.67224,-73.97837,4844
Brooklyn,Crown Heights,40.67432,-73.95949,4845
Brooklyn,Williamsburg,40.71936,-73.96181,4846
Brooklyn,Williamsburg,40.71644,-73.95876,4847
Manhattan,Harlem,40.80493,-73.95677,4848
Brooklyn,Williamsburg,40.72154,-73.95449,4849
Brooklyn,Clinton Hill,40.68266,-73.96743,4850
Brooklyn,Williamsburg,40.71204,-73.95628,4851
Manhattan,Harlem,40.81525,-73.95279,4852
Manhattan,Lower East Side,40.7212,-73.98893,4853
Manhattan,Harlem,40.81511,-73.94315,4854
Manhattan,East Harlem,40.80278,-73.94001,4855
Manhattan,West Village,40.73476,-74.001,4856
Manhattan,Upper East Side,40.76717,-73.95532,4857
Manhattan,Lower East Side,40.71812,-73.98619,4858
Manhattan,Hell's Kitchen,40.76753,-73.98397,4859
Queens,Ridgewood,40.70706,-73.91437,4860
Brooklyn,Fort Greene,40.6857,-73.97088,4861
Staten Island,Eltingville,40.54268,-74.16254,4862
Manhattan,Upper West Side,40.78478,-73.97668,4863
Manhattan,East Harlem,40.80409,-73.93988,4864
Manhattan,Upper West Side,40.79098,-73.96745,4865
Manhattan,Upper West Side,40.79219,-73.96862,4866
Brooklyn,Park Slope,40.6705,-73.97954,4867
Brooklyn,Red Hook,40.67851,-74.01591,4868
Manhattan,East Harlem,40.80422,-73.93841,4869
Brooklyn,Bedford-Stuyvesant,40.68887,-73.95013,4870
Brooklyn,Park Slope,40.67926,-73.97711,4871
Brooklyn,Bedford-Stuyvesant,40.68422,-73.95666,4872
Brooklyn,Clinton Hill,40.68407,-73.96715,4873
Manhattan,Lower East Side,40.71922,-73.98472,4874
Brooklyn,Bedford-Stuyvesant,40.68448,-73.95854,4875
Manhattan,East Village,40.72402,-73.98771,4876
Brooklyn,Bushwick,40.69642,-73.93361,4877
Manhattan,Nolita,40.72044,-73.99645,4878
Manhattan,Harlem,40.8079,-73.94887,4879
Brooklyn,Williamsburg,40.71023,-73.95688,4880
Manhattan,Upper East Side,40.77097,-73.94848,4881
Brooklyn,Bay Ridge,40.63195,-74.0214,4882
Manhattan,Harlem,40.82639,-73.94186,4883
Queens,Maspeth,40.74064,-73.89956,4884
Queens,Astoria,40.771,-73.92563,4885
Brooklyn,Bedford-Stuyvesant,40.68885,-73.92354,4886
Manhattan,Morningside Heights,40.8081,-73.95647,4887
Brooklyn,Williamsburg,40.71788,-73.96021,4888
Manhattan,Kips Bay,40.74593,-73.97915,4889
Brooklyn,Williamsburg,40.7139,-73.9353,4890
Manhattan,Chelsea,40.74977,-73.99647,4891
Manhattan,Harlem,40.80724,-73.94739,4892
Queens,Ditmars Steinway,40.77902,-73.90768,4893
Manhattan,Nolita,40.7208,-73.99436,4894
Manhattan,Upper West Side,40.78273,-73.97319,4895
Brooklyn,Williamsburg,40.71119,-73.96703,4896
Manhattan,Kips Bay,40.73877,-73.98171,4897
Bronx,Mott Haven,40.81049,-73.9043,4898
Brooklyn,Bushwick,40.69601,-73.92236,4899
Brooklyn,Brooklyn Heights,40.69088,-73.99416,4900
Manhattan,Greenwich Village,40.73331,-73.9941,4901
Brooklyn,Williamsburg,40.71187,-73.93593,4902
Brooklyn,Greenpoint,40.73689,-73.95488,4903
Manhattan,Harlem,40.82947,-73.95104,4904
Manhattan,Harlem,40.82774,-73.9508,4905
Brooklyn,Crown Heights,40.67619,-73.94389,4906
Brooklyn,Williamsburg,40.70848,-73.95323,4907
Brooklyn,Williamsburg,40.71784,-73.95521,4908
Brooklyn,Flatbush,40.64246,-73.95443,4909
Manhattan,Kips Bay,40.74318,-73.97858,4910
Brooklyn,Kensington,40.6451,-73.97798,4911
Manhattan,Inwood,40.86176,-73.93082,4912
Brooklyn,Fort Greene,40.68902,-73.96976,4913
Manhattan,Chelsea,40.74252,-73.9975,4914
Brooklyn,Clinton Hill,40.6825,-73.95888,4915
Manhattan,East Village,40.73136,-73.98714,4916
Manhattan,Harlem,40.80297,-73.95132,4917
Manhattan,East Village,40.73041,-73.9896,4918
Queens,Fresh Meadows,40.75037,-73.79154,4919
Manhattan,West Village,40.73022,-74.00421,4920
Brooklyn,Bedford-Stuyvesant,40.68388,-73.94427,4921
Brooklyn,Bedford-Stuyvesant,40.69334,-73.94608,4922
Brooklyn,Crown Heights,40.66919,-73.95079,4923
Manhattan,Harlem,40.81792,-73.94236,4924
Manhattan,Lower East Side,40.72274,-73.99169,4925
Manhattan,Tribeca,40.72113,-74.00478,4926
Brooklyn,Bedford-Stuyvesant,40.68476,-73.92975,4927
Manhattan,Lower East Side,40.72007,-73.99078,4928
Manhattan,Harlem,40.82435,-73.94507,4929
Manhattan,Harlem,40.82447,-73.95076,4930
Brooklyn,Bedford-Stuyvesant,40.68837,-73.9256,4931
Brooklyn,Bushwick,40.70399,-73.92813,4932
Manhattan,West Village,40.73622,-74.00147,4933
Manhattan,Hell's Kitchen,40.76878,-73.98719,4934
Manhattan,Harlem,40.82233,-73.93779,4935
Brooklyn,Prospect-Lefferts Gardens,40.65732,-73.95991,4936
Manhattan,Lower East Side,40.71867,-73.98612,4937
Manhattan,Kips Bay,40.73788,-73.98048,4938
Manhattan,Lower East Side,40.72165,-73.98759,4939
Manhattan,East Village,40.72673,-73.98004,4940
Manhattan,East Village,40.72454,-73.97836,4941
Brooklyn,Williamsburg,40.71466,-73.96429,4942
Manhattan,Harlem,40.82193,-73.94499,4943
Brooklyn,Crown Heights,40.67893,-73.96262,4944
Queens,Forest Hills,40.73334,-73.85433,4945
Brooklyn,Bedford-Stuyvesant,40.68643,-73.92208,4946
Brooklyn,Greenpoint,40.72472,-73.94135,4947
Brooklyn,East Flatbush,40.66123,-73.93428,4948
Manhattan,Lower East Side,40.71306,-73.98856,4949
Manhattan,West Village,40.73326,-74.00604,4950
