last_review,date_id,year,month,day,weekday
2012-08-25,519,2012.0,8.0,25.0,Saturday
2018-07-09,520,2018.0,7.0,9.0,Monday
2018-01-04,521,2018.0,1.0,4.0,Thursday
2016-05-07,522,2016.0,5.0,7.0,Saturday
2016-01-28,523,2016.0,1.0,28.0,Thursday
2013-07-11,524,2013.0,7.0,11.0,Thursday
2018-06-24,525,2018.0,6.0,24.0,Sunday
2017-08-03,526,2017.0,8.0,3.0,Thursday
2015-07-16,527,2015.0,7.0,16.0,Thursday
2018-08-31,528,2018.0,8.0,31.0,Friday
2019-01-18,529,2019.0,1.0,18.0,Friday
2018-12-20,530,2018.0,12.0,20.0,Thursday
2017-10-15,531,2017.0,10.0,15.0,Sunday
2017-05-20,532,2017.0,5.0,20.0,Saturday
2017-05-18,533,2017.0,5.0,18.0,Thursday
2018-01-25,534,2018.0,1.0,25.0,Thursday
2018-09-07,535,2018.0,9.0,7.0,Friday
2016-08-26,536,2016.0,8.0,26.0,Friday
2019-04-15,537,2019.0,4.0,15.0,Monday
2017-12-08,538,2017.0,12.0,8.0,Friday
2017-10-06,539,2017.0,10.0,6.0,Friday
2018-12-10,540,2018.0,12.0,10.0,Monday
2015-04-11,541,2015.0,4.0,11.0,Saturday
2017-08-29,542,2017.0,8.0,29.0,Tuesday
2013-08-08,543,2013.0,8.0,8.0,Thursday
2019-03-12,544,2019.0,3.0,12.0,Tuesday
2018-09-02,545,2018.0,9.0,2.0,Sunday
2015-05-14,546,2015.0,5.0,14.0,Thursday
2019-03-17,547,2019.0,3.0,17.0,Sunday
2017-04-16,548,2017.0,4.0,16.0,Sunday
2014-05-19,549,2014.0,5.0,19.0,Monday
2018-06-25,550,2018.0,6.0,25.0,Monday
2015-10-05,551,2015.0,10.0,5.0,Monday
2018-09-18,552,2018.0,9.0,18.0,Tuesday
2017-08-21,553,2017.0,8.0,21.0,Monday
2015-08-29,554,2015.0,8.0,29.0,Saturday
2017-12-12,555,2017.0,12.0,12.0,Tuesday
2016-03-15,556,2016.0,3.0,15.0,Tuesday
2018-11-01,557,2018.0,11.0,1.0,Thursday
2018-12-07,558,2018.0,12.0,7.0,Friday
2016-05-25,559,2016.0,5.0,25.0,Wednesday
2017-05-26,560,2017.0,5.0,26.0,Friday
2018-08-02,561,2018.0,8.0,2.0,Thursday
2015-08-02,562,2015.0,8.0,2.0,Sunday
2018-07-24,563,2018.0,7.0,24.0,Tuesday
2018-09-16,564,2018.0,9.0,16.0,Sunday
2018-09-05,565,2018.0,9.0,5.0,Wednesday
2017-12-15,566,2017.0,12.0,15.0,Friday
2013-01-05,567,2013.0,1.0,5.0,Saturday
2015-07-06,568,2015.0,7.0,6.0,Monday
2016-10-15,569,2016.0,10.0,15.0,Saturday
2015-12-28,570,2015.0,12.0,28.0,Monday
2015-12-13,571,2015.0,12.0,13.0,Sunday
2015-10-27,572,2015.0,10.0,27.0,Tuesday
2017-05-22,573,2017.0,5.0,22.0,Monday
2015-04-28,574,2015.0,4.0,28.0,Tuesday
2015-05-23,575,2015.0,5.0,23.0,Saturday
2014-11-03,576,2014.0,11.0,3.0,Monday
2015-03-02,577,2015.0,3.0,2.0,Monday
2016-12-27,578,2016.0,12.0,27.0,Tuesday
2017-04-30,579,2017.0,4.0,30.0,Sunday
2012-11-10,580,2012.0,11.0,10.0,Saturday
2018-06-29,581,2018.0,6.0,29.0,Friday
2016-05-01,582,2016.0,5.0,1.0,Sunday
2014-09-22,583,2014.0,9.0,22.0,Monday
2019-02-11,584,2019.0,2.0,11.0,Monday
2016-04-21,585,2016.0,4.0,21.0,Thursday
2018-06-28,586,2018.0,6.0,28.0,Thursday
2015-10-19,587,2015.0,10.0,19.0,Monday
2016-04-23,588,2016.0,4.0,23.0,Saturday
2014-04-28,589,2014.0,4.0,28.0,Monday
2014-06-10,590,2014.0,6.0,10.0,Tuesday
2013-10-17,591,2013.0,10.0,17.0,Thursday
2019-03-16,592,2019.0,3.0,16.0,Saturday
2017-11-18,593,2017.0,11.0,18.0,Saturday
2015-06-09,594,2015.0,6.0,9.0,Tuesday
2017-08-14,595,2017.0,8.0,14.0,Monday
2018-07-27,596,2018.0,7.0,27.0,Friday
2018-04-07,597,2018.0,4.0,7.0,Saturday
2015-06-15,598,2015.0,6.0,15.0,Monday
2015-09-26,599,2015.0,9.0,26.0,Saturday
2018-09-21,600,2018.0,9.0,21.0,Friday
2017-08-19,601,2017.0,8.0,19.0,Saturday
2017-01-03,602,2017.0,1.0,3.0,Tuesday
2019-03-11,603,2019.0,3.0,11.0,Monday
2016-09-26,604,2016.0,9.0,26.0,Monday
2016-06-27,605,2016.0,6.0,27.0,Monday
2018-11-10,606,2018.0,11.0,10.0,Saturday
2016-01-07,607,2016.0,1.0,7.0,Thursday
2015-11-14,608,2015.0,11.0,14.0,Saturday
2015-06-26,609,2015.0,6.0,26.0,Friday
2013-06-30,610,2013.0,6.0,30.0,Sunday
2015-11-13,611,2015.0,11.0,13.0,Friday
2017-11-20,612,2017.0,11.0,20.0,Monday
2018-11-28,613,2018.0,11.0,28.0,Wednesday
2018-01-07,614,2018.0,1.0,7.0,Sunday
2014-09-12,615,2014.0,9.0,12.0,Friday
2017-12-28,616,2017.0,12.0,28.0,Thursday
2019-01-12,617,2019.0,1.0,12.0,Saturday
2015-01-07,618,2015.0,1.0,7.0,Wednesday
2016-11-06,619,2016.0,11.0,6.0,Sunday
2015-11-10,620,2015.0,11.0,10.0,Tuesday
2016-10-08,621,2016.0,10.0,8.0,Saturday
2014-12-26,622,2014.0,12.0,26.0,Friday
2012-12-12,623,2012.0,12.0,12.0,Wednesday
2017-06-09,624,2017.0,6.0,9.0,Friday
2016-05-24,625,2016.0,5.0,24.0,Tuesday
2019-03-02,626,2019.0,3.0,2.0,Saturday
2015-01-03,627,2015.0,1.0,3.0,Saturday
2014-07-13,628,2014.0,7.0,13.0,Sunday
2018-10-13,629,2018.0,10.0,13.0,Saturday
2016-10-12,630,2016.0,10.0,12.0,Wednesday
2017-10-18,631,2017.0,10.0,18.0,Wednesday
2013-11-09,632,2013.0,11.0,9.0,Saturday
2016-03-30,633,2016.0,3.0,30.0,Wednesday
2019-04-17,634,2019.0,4.0,17.0,Wednesday
2017-05-24,635,2017.0,5.0,24.0,Wednesday
2015-09-27,636,2015.0,9.0,27.0,Sunday
2017-09-10,637,2017.0,9.0,10.0,Sunday
2018-05-16,638,2018.0,5.0,16.0,Wednesday
2018-05-11,639,2018.0,5.0,11.0,Friday
2016-02-29,640,2016.0,2.0,29.0,Monday
2013-06-28,641,2013.0,6.0,28.0,Friday
2014-09-06,642,2014.0,9.0,6.0,Saturday
2015-11-05,643,2015.0,11.0,5.0,Thursday
2018-10-29,644,2018.0,10.0,29.0,Monday
2018-07-20,645,2018.0,7.0,20.0,Friday
2015-07-19,646,2015.0,7.0,19.0,Sunday
2018-05-02,647,2018.0,5.0,2.0,Wednesday
2015-12-08,648,2015.0,12.0,8.0,Tuesday
2017-12-06,649,2017.0,12.0,6.0,Wednesday
2018-10-25,650,2018.0,10.0,25.0,Thursday
2017-09-16,651,2017.0,9.0,16.0,Saturday
2015-03-25,652,2015.0,3.0,25.0,Wednesday
2017-07-03,653,2017.0,7.0,3.0,Monday
2015-03-30,654,2015.0,3.0,30.0,Monday
2016-10-17,655,2016.0,10.0,17.0,Monday
2019-04-11,656,2019.0,4.0,11.0,Thursday
2016-08-18,657,2016.0,8.0,18.0,Thursday
2017-08-02,658,2017.0,8.0,2.0,Wednesday
2018-11-27,659,2018.0,11.0,27.0,Tuesday
2018-02-12,660,2018.0,2.0,12.0,Monday
2016-06-10,661,2016.0,6.0,10.0,Friday
2016-10-16,662,2016.0,10.0,16.0,Sunday
2015-01-05,663,2015.0,1.0,5.0,Monday
2019-01-29,664,2019.0,1.0,29.0,Tuesday
2018-05-06,665,2018.0,5.0,6.0,Sunday
2014-06-27,666,2014.0,6.0,27.0,Friday
2018-06-10,667,2018.0,6.0,10.0,Sunday
2019-02-01,668,2019.0,2.0,1.0,Friday
2018-06-26,669,2018.0,6.0,26.0,Tuesday
2018-10-14,670,2018.0,10.0,14.0,Sunday
2019-02-03,671,2019.0,2.0,3.0,Sunday
2018-12-21,672,2018.0,12.0,21.0,Friday
2016-11-11,673,2016.0,11.0,11.0,Friday
2018-12-09,674,2018.0,12.0,9.0,Sunday
2018-09-08,675,2018.0,9.0,8.0,Saturday
2013-04-09,676,2013.0,4.0,9.0,Tuesday
2016-08-20,677,2016.0,8.0,20.0,Saturday
2014-09-24,678,2014.0,9.0,24.0,Wednesday
2013-08-01,679,2013.0,8.0,1.0,Thursday
2018-03-31,680,2018.0,3.0,31.0,Saturday
2014-10-05,681,2014.0,10.0,5.0,Sunday
2018-05-29,682,2018.0,5.0,29.0,Tuesday
2015-10-29,683,2015.0,10.0,29.0,Thursday
2018-08-12,684,2018.0,8.0,12.0,Sunday
2015-08-05,685,2015.0,8.0,5.0,Wednesday
2018-07-03,686,2018.0,7.0,3.0,Tuesday
2014-05-27,687,2014.0,5.0,27.0,Tuesday
2016-10-26,688,2016.0,10.0,26.0,Wednesday
2017-08-26,689,2017.0,8.0,26.0,Saturday
2015-10-15,690,2015.0,10.0,15.0,Thursday
2017-06-19,691,2017.0,6.0,19.0,Monday
2017-06-03,692,2017.0,6.0,3.0,Saturday
2017-05-31,693,2017.0,5.0,31.0,Wednesday
2018-07-28,694,2018.0,7.0,28.0,Saturday
2018-09-27,695,2018.0,9.0,27.0,Thursday
2017-12-02,696,2017.0,12.0,2.0,Saturday
2018-10-06,697,2018.0,10.0,6.0,Saturday
2019-03-08,698,2019.0,3.0,8.0,Friday
2014-10-02,699,2014.0,10.0,2.0,Thursday
2017-12-07,700,2017.0,12.0,7.0,Thursday
2016-10-14,701,2016.0,10.0,14.0,Friday
2016-05-28,702,2016.0,5.0,28.0,Saturday
2015-09-12,703,2015.0,9.0,12.0,Saturday
2015-01-09,704,2015.0,1.0,9.0,Friday
2017-09-29,705,2017.0,9.0,29.0,Friday
2015-01-01,706,2015.0,1.0,1.0,Thursday
2016-04-01,707,2016.0,4.0,1.0,Friday
2017-05-21,708,2017.0,5.0,21.0,Sunday
2016-08-23,709,2016.0,8.0,23.0,Tuesday
2016-08-17,710,2016.0,8.0,17.0,Wednesday
2018-07-07,711,2018.0,7.0,7.0,Saturday
2019-02-19,712,2019.0,2.0,19.0,Tuesday
2016-07-04,713,2016.0,7.0,4.0,Monday
2016-01-27,714,2016.0,1.0,27.0,Wednesday
2018-08-30,715,2018.0,8.0,30.0,Thursday
2014-07-12,716,2014.0,7.0,12.0,Saturday
2013-05-24,717,2013.0,5.0,24.0,Friday
2019-01-13,718,2019.0,1.0,13.0,Sunday
2016-11-07,719,2016.0,11.0,7.0,Monday
2016-11-30,720,2016.0,11.0,30.0,Wednesday
2015-09-22,721,2015.0,9.0,22.0,Tuesday
2017-07-24,722,2017.0,7.0,24.0,Monday
2015-05-17,723,2015.0,5.0,17.0,Sunday
2019-01-23,724,2019.0,1.0,23.0,Wednesday
2018-10-17,725,2018.0,10.0,17.0,Wednesday
2018-08-25,726,2018.0,8.0,25.0,Saturday
2016-08-19,727,2016.0,8.0,19.0,Friday
2014-10-12,728,2014.0,10.0,12.0,Sunday
2017-06-22,729,2017.0,6.0,22.0,Thursday
2018-07-01,730,2018.0,7.0,1.0,Sunday
2016-09-27,731,2016.0,9.0,27.0,Tuesday
2015-07-01,732,2015.0,7.0,1.0,Wednesday
2018-12-02,733,2018.0,12.0,2.0,Sunday
2015-08-01,734,2015.0,8.0,1.0,Saturday
2017-08-18,735,2017.0,8.0,18.0,Friday
2017-06-29,736,2017.0,6.0,29.0,Thursday
2017-12-14,737,2017.0,12.0,14.0,Thursday
2019-01-08,738,2019.0,1.0,8.0,Tuesday
2015-03-16,739,2015.0,3.0,16.0,Monday
2014-08-13,740,2014.0,8.0,13.0,Wednesday
2015-12-19,741,2015.0,12.0,19.0,Saturday
2014-05-17,742,2014.0,5.0,17.0,Saturday
2017-08-20,743,2017.0,8.0,20.0,Sunday
2017-01-16,744,2017.0,1.0,16.0,Monday
2016-09-19,745,2016.0,9.0,19.0,Monday
2018-09-11,746,2018.0,9.0,11.0,Tuesday
2015-10-09,747,2015.0,10.0,9.0,Friday
2018-08-20,748,2018.0,8.0,20.0,Monday
2018-01-31,749,2018.0,1.0,31.0,Wednesday
2019-03-10,750,2019.0,3.0,10.0,Sunday
2018-11-30,751,2018.0,11.0,30.0,Friday
2016-09-04,752,2016.0,9.0,4.0,Sunday
2015-04-03,753,2015.0,4.0,3.0,Friday
2018-12-08,754,2018.0,12.0,8.0,Saturday
2015-12-20,755,2015.0,12.0,20.0,Sunday
2018-04-21,756,2018.0,4.0,21.0,Saturday
2017-09-07,757,2017.0,9.0,7.0,Thursday
2016-05-29,758,2016.0,5.0,29.0,Sunday
2016-08-27,759,2016.0,8.0,27.0,Saturday
2019-03-29,760,2019.0,3.0,29.0,Friday
2017-12-03,761,2017.0,12.0,3.0,Sunday
2013-11-21,762,2013.0,11.0,21.0,Thursday
2016-01-30,763,2016.0,1.0,30.0,Saturday
2013-10-09,764,2013.0,10.0,9.0,Wednesday
2018-08-18,765,2018.0,8.0,18.0,Saturday
2014-08-23,766,2014.0,8.0,23.0,Saturday
2017-05-28,767,2017.0,5.0,28.0,Sunday
2013-09-06,768,2013.0,9.0,6.0,Friday
2016-05-18,769,2016.0,5.0,18.0,Wednesday
2016-08-22,770,2016.0,8.0,22.0,Monday
2018-10-03,771,2018.0,10.0,3.0,Wednesday
2018-10-12,772,2018.0,10.0,12.0,Friday
2019-01-25,773,2019.0,1.0,25.0,Friday
2017-12-20,774,2017.0,12.0,20.0,Wednesday
2019-04-03,775,2019.0,4.0,3.0,Wednesday
2016-07-05,776,2016.0,7.0,5.0,Tuesday
2016-07-25,777,2016.0,7.0,25.0,Monday
2013-09-07,778,2013.0,9.0,7.0,Saturday
2014-10-20,779,2014.0,10.0,20.0,Monday
2015-09-01,780,2015.0,9.0,1.0,Tuesday
2013-09-28,781,2013.0,9.0,28.0,Saturday
2016-05-04,782,2016.0,5.0,4.0,Wednesday
2017-10-28,783,2017.0,10.0,28.0,Saturday
2018-05-01,784,2018.0,5.0,1.0,Tuesday
2019-02-04,785,2019.0,2.0,4.0,Monday
2018-09-23,786,2018.0,9.0,23.0,Sunday
2016-06-29,787,2016.0,6.0,29.0,Wednesday
2017-07-19,788,2017.0,7.0,19.0,Wednesday
2016-12-13,789,2016.0,12.0,13.0,Tuesday
2016-09-21,790,2016.0,9.0,21.0,Wednesday
2014-09-01,791,2014.0,9.0,1.0,Monday
2018-11-07,792,2018.0,11.0,7.0,Wednesday
2017-05-04,793,2017.0,5.0,4.0,Thursday
2013-09-16,794,2013.0,9.0,16.0,Monday
2016-09-24,795,2016.0,9.0,24.0,Saturday
2018-02-18,796,2018.0,2.0,18.0,Sunday
2015-09-04,797,2015.0,9.0,4.0,Friday
2017-03-31,798,2017.0,3.0,31.0,Friday
2019-02-18,799,2019.0,2.0,18.0,Monday
2019-02-22,800,2019.0,2.0,22.0,Friday
2014-04-02,801,2014.0,4.0,2.0,Wednesday
2018-05-30,802,2018.0,5.0,30.0,Wednesday
2016-07-09,803,2016.0,7.0,9.0,Saturday
2015-12-01,804,2015.0,12.0,1.0,Tuesday
2014-01-05,805,2014.0,1.0,5.0,Sunday
2015-03-18,806,2015.0,3.0,18.0,Wednesday
2014-02-03,807,2014.0,2.0,3.0,Monday
2017-09-06,808,2017.0,9.0,6.0,Wednesday
2014-04-23,809,2014.0,4.0,23.0,Wednesday
2015-12-23,810,2015.0,12.0,23.0,Wednesday
2017-04-15,811,2017.0,4.0,15.0,Saturday
2017-05-11,812,2017.0,5.0,11.0,Thursday
2014-07-21,813,2014.0,7.0,21.0,Monday
2019-01-30,814,2019.0,1.0,30.0,Wednesday
2018-03-07,815,2018.0,3.0,7.0,Wednesday
2017-11-25,816,2017.0,11.0,25.0,Saturday
2014-08-10,817,2014.0,8.0,10.0,Sunday
2015-06-01,818,2015.0,6.0,1.0,Monday
2016-10-01,819,2016.0,10.0,1.0,Saturday
2019-04-09,820,2019.0,4.0,9.0,Tuesday
2019-01-24,821,2019.0,1.0,24.0,Thursday
2019-02-07,822,2019.0,2.0,7.0,Thursday
2017-09-22,823,2017.0,9.0,22.0,Friday
2018-11-18,824,2018.0,11.0,18.0,Sunday
2016-07-12,825,2016.0,7.0,12.0,Tuesday
2016-08-05,826,2016.0,8.0,5.0,Friday
2017-09-04,827,2017.0,9.0,4.0,Monday
2016-04-11,828,2016.0,4.0,11.0,Monday
2015-11-21,829,2015.0,11.0,21.0,Saturday
2017-01-07,830,2017.0,1.0,7.0,Saturday
2017-12-04,831,2017.0,12.0,4.0,Monday
2016-10-18,832,2016.0,10.0,18.0,Tuesday
2017-12-17,833,2017.0,12.0,17.0,Sunday
2016-10-31,834,2016.0,10.0,31.0,Monday
2015-09-10,835,2015.0,9.0,10.0,Thursday
2014-09-28,836,2014.0,9.0,28.0,Sunday
2016-06-13,837,2016.0,6.0,13.0,Monday
2018-08-01,838,2018.0,8.0,1.0,Wednesday
2018-07-19,839,2018.0,7.0,19.0,Thursday
2017-06-11,840,2017.0,6.0,11.0,Sunday
2014-10-19,841,2014.0,10.0,19.0,Sunday
2014-02-01,842,2014.0,2.0,1.0,Saturday
2018-08-28,843,2018.0,8.0,28.0,Tuesday
2017-10-23,844,2017.0,10.0,23.0,Monday
2016-02-12,845,2016.0,2.0,12.0,Friday
2016-07-29,846,2016.0,7.0,29.0,Friday
2018-04-08,847,2018.0,4.0,8.0,Sunday
2016-07-03,848,2016.0,7.0,3.0,Sunday
2015-02-06,849,2015.0,2.0,6.0,Friday
2016-03-08,850,2016.0,3.0,8.0,Tuesday
2015-12-11,851,2015.0,12.0,11.0,Friday
2016-09-11,852,2016.0,9.0,11.0,Sunday
2016-06-05,853,2016.0,6.0,5.0,Sunday
2016-09-07,854,2016.0,9.0,7.0,Wednesday
2015-07-13,855,2015.0,7.0,13.0,Monday
2018-04-29,856,2018.0,4.0,29.0,Sunday
2016-03-13,857,2016.0,3.0,13.0,Sunday
2016-02-20,858,2016.0,2.0,20.0,Saturday
2019-02-26,859,2019.0,2.0,26.0,Tuesday
2018-03-16,860,2018.0,3.0,16.0,Friday
2017-06-06,861,2017.0,6.0,6.0,Tuesday
2017-10-24,862,2017.0,10.0,24.0,Tuesday
2013-12-15,863,2013.0,12.0,15.0,Sunday
2016-05-06,864,2016.0,5.0,6.0,Friday
2018-08-08,865,2018.0,8.0,8.0,Wednesday
2018-11-11,866,2018.0,11.0,11.0,Sunday
2015-03-23,867,2015.0,3.0,23.0,Monday
2014-10-14,868,2014.0,10.0,14.0,Tuesday
2015-10-26,869,2015.0,10.0,26.0,Monday
2016-02-27,870,2016.0,2.0,27.0,Saturday
2017-05-06,871,2017.0,5.0,6.0,Saturday
2017-01-15,872,2017.0,1.0,15.0,Sunday
2016-10-04,873,2016.0,10.0,4.0,Tuesday
2015-09-06,874,2015.0,9.0,6.0,Sunday
2014-06-21,875,2014.0,6.0,21.0,Saturday
2016-06-26,876,2016.0,6.0,26.0,Sunday
2014-11-01,877,2014.0,11.0,1.0,Saturday
2016-08-16,878,2016.0,8.0,16.0,Tuesday
2015-10-14,879,2015.0,10.0,14.0,Wednesday
2015-12-17,880,2015.0,12.0,17.0,Thursday
2014-08-03,881,2014.0,8.0,3.0,Sunday
2018-12-06,882,2018.0,12.0,6.0,Thursday
2016-08-06,883,2016.0,8.0,6.0,Saturday
2016-06-20,884,2016.0,6.0,20.0,Monday
2015-07-25,885,2015.0,7.0,25.0,Saturday
2014-12-19,886,2014.0,12.0,19.0,Friday
2018-11-23,887,2018.0,11.0,23.0,Friday
2018-06-01,888,2018.0,6.0,1.0,Friday
2016-04-04,889,2016.0,4.0,4.0,Monday
2016-09-25,890,2016.0,9.0,25.0,Sunday
2016-11-14,891,2016.0,11.0,14.0,Monday
2015-08-20,892,2015.0,8.0,20.0,Thursday
2014-09-30,893,2014.0,9.0,30.0,Tuesday
2018-05-04,894,2018.0,5.0,4.0,Friday
2014-01-02,895,2014.0,1.0,2.0,Thursday
2015-05-08,896,2015.0,5.0,8.0,Friday
2016-03-25,897,2016.0,3.0,25.0,Friday
2014-08-01,898,2014.0,8.0,1.0,Friday
2016-09-22,899,2016.0,9.0,22.0,Thursday
2016-01-15,900,2016.0,1.0,15.0,Friday
2018-01-08,901,2018.0,1.0,8.0,Monday
2016-10-10,902,2016.0,10.0,10.0,Monday
2016-06-11,903,2016.0,6.0,11.0,Saturday
2016-01-06,904,2016.0,1.0,6.0,Wednesday
2016-04-09,905,2016.0,4.0,9.0,Saturday
2018-05-31,906,2018.0,5.0,31.0,Thursday
2015-07-23,907,2015.0,7.0,23.0,Thursday
2019-03-14,908,2019.0,3.0,14.0,Thursday
2016-06-07,909,2016.0,6.0,7.0,Tuesday
2019-01-22,910,2019.0,1.0,22.0,Tuesday
2014-01-03,911,2014.0,1.0,3.0,Friday
2016-08-28,912,2016.0,8.0,28.0,Sunday
2016-09-06,913,2016.0,9.0,6.0,Tuesday
2014-09-07,914,2014.0,9.0,7.0,Sunday
2013-12-14,915,2013.0,12.0,14.0,Saturday
2014-08-19,916,2014.0,8.0,19.0,Tuesday
2018-07-13,917,2018.0,7.0,13.0,Friday
2017-07-25,918,2017.0,7.0,25.0,Tuesday
2015-05-30,919,2015.0,5.0,30.0,Saturday
2018-07-17,920,2018.0,7.0,17.0,Tuesday
2016-12-30,921,2016.0,12.0,30.0,Friday
2016-03-20,922,2016.0,3.0,20.0,Sunday
2017-02-20,923,2017.0,2.0,20.0,Monday
2016-06-01,924,2016.0,6.0,1.0,Wednesday
2017-09-20,925,2017.0,9.0,20.0,Wednesday
2018-02-28,926,2018.0,2.0,28.0,Wednesday
2018-07-25,927,2018.0,7.0,25.0,Wednesday
2015-05-19,928,2015.0,5.0,19.0,Tuesday
2017-08-30,929,2017.0,8.0,30.0,Wednesday
2015-12-14,930,2015.0,12.0,14.0,Monday
2018-01-23,931,2018.0,1.0,23.0,Tuesday
2017-12-21,932,2017.0,12.0,21.0,Thursday
2014-11-30,933,2014.0,11.0,30.0,Sunday
2015-06-22,934,2015.0,6.0,22.0,Monday
2017-04-07,935,2017.0,4.0,7.0,Friday
2014-06-02,936,2014.0,6.0,2.0,Monday
2017-03-08,937,2017.0,3.0,8.0,Wednesday
2017-01-29,938,2017.0,1.0,29.0,Sunday
2018-01-05,939,2018.0,1.0,5.0,Friday
2015-04-21,940,2015.0,4.0,21.0,Tuesday
2015-02-17,941,2015.0,2.0,17.0,Tuesday
2016-11-05,942,2016.0,11.0,5.0,Saturday
2016-12-22,943,2016.0,12.0,22.0,Thursday
2018-06-27,944,2018.0,6.0,27.0,Wednesday
2018-09-28,945,2018.0,9.0,28.0,Friday
2016-11-21,946,2016.0,11.0,21.0,Monday
2015-12-06,947,2015.0,12.0,6.0,Sunday
2018-03-10,948,2018.0,3.0,10.0,Saturday
2016-05-15,949,2016.0,5.0,15.0,Sunday
2014-01-04,950,2014.0,1.0,4.0,Saturday
2015-08-04,951,2015.0,8.0,4.0,Tuesday
2017-06-26,952,2017.0,6.0,26.0,Monday
2016-08-25,953,2016.0,8.0,25.0,Thursday
2018-04-23,954,2018.0,4.0,23.0,Monday
2017-05-23,955,2017.0,5.0,23.0,Tuesday
2017-12-25,956,2017.0,12.0,25.0,Monday
2019-02-09,957,2019.0,2.0,9.0,Saturday
2014-09-29,958,2014.0,9.0,29.0,Monday
2016-04-07,959,2016.0,4.0,7.0,Thursday
2014-09-14,960,2014.0,9.0,14.0,Sunday
2016-07-31,961,2016.0,7.0,31.0,Sunday
2018-07-29,962,2018.0,7.0,29.0,Sunday
2015-06-08,963,2015.0,6.0,8.0,Monday
2014-04-21,964,2014.0,4.0,21.0,Monday
2018-01-06,965,2018.0,1.0,6.0,Saturday
2016-02-24,966,2016.0,2.0,24.0,Wednesday
2014-06-26,967,2014.0,6.0,26.0,Thursday
2014-08-20,968,2014.0,8.0,20.0,Wednesday
2016-03-29,969,2016.0,3.0,29.0,Tuesday
2014-08-24,970,2014.0,8.0,24.0,Sunday
2014-08-18,971,2014.0,8.0,18.0,Monday
2018-07-14,972,2018.0,7.0,14.0,Saturday
2016-11-27,973,2016.0,11.0,27.0,Sunday
2015-06-21,974,2015.0,6.0,21.0,Sunday
2015-11-19,975,2015.0,11.0,19.0,Thursday
2015-12-27,976,2015.0,12.0,27.0,Sunday
2016-06-15,977,2016.0,6.0,15.0,Wednesday
2018-08-11,978,2018.0,8.0,11.0,Saturday
2015-03-11,979,2015.0,3.0,11.0,Wednesday
2016-06-02,980,2016.0,6.0,2.0,Thursday
2015-02-22,981,2015.0,2.0,22.0,Sunday
2019-03-05,982,2019.0,3.0,5.0,Tuesday
2018-09-17,983,2018.0,9.0,17.0,Monday
2015-05-04,984,2015.0,5.0,4.0,Monday
2017-10-22,985,2017.0,10.0,22.0,Sunday
2015-10-20,986,2015.0,10.0,20.0,Tuesday
2018-07-21,987,2018.0,7.0,21.0,Saturday
2016-01-12,988,2016.0,1.0,12.0,Tuesday
2017-09-15,989,2017.0,9.0,15.0,Friday
2016-07-11,990,2016.0,7.0,11.0,Monday
2018-04-24,991,2018.0,4.0,24.0,Tuesday
2017-03-13,992,2017.0,3.0,13.0,Monday
2015-07-22,993,2015.0,7.0,22.0,Wednesday
2016-05-26,994,2016.0,5.0,26.0,Thursday
2018-04-14,995,2018.0,4.0,14.0,Saturday
2016-07-28,996,2016.0,7.0,28.0,Thursday
2015-05-10,997,2015.0,5.0,10.0,Sunday
2017-11-06,998,2017.0,11.0,6.0,Monday
2015-04-30,999,2015.0,4.0,30.0,Thursday
2016-09-12,1000,2016.0,9.0,12.0,Monday
2017-10-31,1001,2017.0,10.0,31.0,Tuesday
2017-02-07,1002,2017.0,2.0,7.0,Tuesday
2017-10-30,1003,2017.0,10.0,30.0,Monday
2018-04-22,1004,2018.0,4.0,22.0,Sunday
2015-04-06,1005,2015.0,4.0,6.0,Monday
2017-12-18,1006,2017.0,12.0,18.0,Monday
2018-11-29,1007,2018.0,11.0,29.0,Thursday
2014-04-11,1008,2014.0,4.0,11.0,Friday
2014-08-28,1009,2014.0,8.0,28.0,Thursday
2016-02-21,1010,2016.0,2.0,21.0,Sunday
2017-12-01,1011,2017.0,12.0,1.0,Friday
2014-05-02,1012,2014.0,5.0,2.0,Friday
2018-06-20,1013,2018.0,6.0,20.0,Wednesday
2015-08-18,1014,2015.0,8.0,18.0,Tuesday
2016-07-16,1015,2016.0,7.0,16.0,Saturday
2018-03-28,1016,2018.0,3.0,28.0,Wednesday
2017-10-01,1017,2017.0,10.0,1.0,Sunday
2017-03-05,1018,2017.0,3.0,5.0,Sunday
2014-03-28,1019,2014.0,3.0,28.0,Friday
2014-04-24,1020,2014.0,4.0,24.0,Thursday
2019-01-09,1021,2019.0,1.0,9.0,Wednesday
2016-10-13,1022,2016.0,10.0,13.0,Thursday
2016-12-12,1023,2016.0,12.0,12.0,Monday
2016-05-30,1024,2016.0,5.0,30.0,Monday
2016-08-13,1025,2016.0,8.0,13.0,Saturday
2015-11-06,1026,2015.0,11.0,6.0,Friday
2017-11-12,1027,2017.0,11.0,12.0,Sunday
2016-01-08,1028,2016.0,1.0,8.0,Friday
2016-04-30,1029,2016.0,4.0,30.0,Saturday
2015-02-25,1030,2015.0,2.0,25.0,Wednesday
2014-08-07,1031,2014.0,8.0,7.0,Thursday
2018-09-09,1032,2018.0,9.0,9.0,Sunday
2015-04-14,1033,2015.0,4.0,14.0,Tuesday
2017-11-14,1034,2017.0,11.0,14.0,Tuesday
2014-10-13,1035,2014.0,10.0,13.0,Monday
